section_id,book_id,source_id,parent_section_id,level,section_title,page_start,page_end,order_index,source_ref_id,source_specific_id,confidence,notes
mb_sec__shanghan__sh_sec_4b61143d9113,mb_shanghan,multibook_v033,,treatment,一、小柴胡湯證,"[101, 102, 105]",,2,src_multibook_v033_0000556,shanghan__sh_sec_4b61143d9113,medium,multibook section seed
mb_sec__shanghan__sh_sec_53ab55735141,mb_shanghan,multibook_v033,,treatment,第三節 少陽病兼變證,[108],,1,src_multibook_v033_0000557,shanghan__sh_sec_53ab55735141,medium,multibook section seed
mb_sec__shanghan__sh_sec_6e8eb89558a8,mb_shanghan,multibook_v033,,treatment,一、變證治則,[108],,2,src_multibook_v033_0000558,shanghan__sh_sec_6e8eb89558a8,medium,multibook section seed
mb_sec__shanghan__sh_sec_5ab8e4cac864,mb_shanghan,multibook_v033,,treatment,二、柴胡桂枝湯證,[108],,3,src_multibook_v033_0000559,shanghan__sh_sec_5ab8e4cac864,medium,multibook section seed
mb_sec__shanghan__sh_sec_168693800e45,mb_shanghan,multibook_v033,,treatment,五、柴胡桂枝乾薑湯證,"[113, 115]",,1,src_multibook_v033_0000560,shanghan__sh_sec_168693800e45,medium,multibook section seed
mb_sec__shanghan__sh_sec_9b046dc78631,mb_shanghan,multibook_v033,,treatment,六、柴胡加龍骨牡蠣湯證,[116],,1,src_multibook_v033_0000561,shanghan__sh_sec_9b046dc78631,medium,multibook section seed
mb_sec__shanghan__sh_sec_6cca17b61ad7,mb_shanghan,multibook_v033,,treatment,八、熱入血室,[119],,1,src_multibook_v033_0000562,shanghan__sh_sec_6cca17b61ad7,medium,multibook section seed
mb_sec__shanghan__sh_sec_e8c5724d215d,mb_shanghan,multibook_v033,,treatment,第四章 辨太陰病脈證並治,[120],,1,src_multibook_v033_0000563,shanghan__sh_sec_e8c5724d215d,medium,multibook section seed
mb_sec__shanghan__sh_sec_e9f33bf2ee48,mb_shanghan,multibook_v033,,note,概說,[120],,2,src_multibook_v033_0000564,shanghan__sh_sec_e9f33bf2ee48,medium,multibook section seed
mb_sec__shanghan__sh_sec_0a17b80fc0d2,mb_shanghan,multibook_v033,,note,第一節 太陰病綱要,[121],,1,src_multibook_v033_0000565,shanghan__sh_sec_0a17b80fc0d2,medium,multibook section seed
mb_sec__shanghan__sh_sec_4bcde5a15615,mb_shanghan,multibook_v033,,note,一、太陰病提綱,[121],,2,src_multibook_v033_0000566,shanghan__sh_sec_4bcde5a15615,medium,multibook section seed
mb_sec__shanghan__sh_sec_4a1056ee5025,mb_shanghan,multibook_v033,,note,二、太陰病欲愈候,[121],,3,src_multibook_v033_0000567,shanghan__sh_sec_4a1056ee5025,medium,multibook section seed
mb_sec__shanghan__sh_sec_d44a03655aef,mb_shanghan,multibook_v033,,treatment,第二節 太陰病本證,[123],,1,src_multibook_v033_0000568,shanghan__sh_sec_d44a03655aef,medium,multibook section seed
mb_sec__shanghan__sh_sec_ac7bb282866b,mb_shanghan,multibook_v033,,treatment,第三節 太陰病兼變證,[124],,1,src_multibook_v033_0000569,shanghan__sh_sec_ac7bb282866b,medium,multibook section seed
mb_sec__shanghan__sh_sec_36ffee2e1b93,mb_shanghan,multibook_v033,,treatment,一、太陰病兼表證,"[124, 126]",,2,src_multibook_v033_0000570,shanghan__sh_sec_36ffee2e1b93,medium,multibook section seed
mb_sec__shanghan__sh_sec_f1c26f5f84f0,mb_shanghan,multibook_v033,,note,太陰轉屬陽明的臨床特徵,"[126, 127]",,3,src_multibook_v033_0000571,shanghan__sh_sec_f1c26f5f84f0,medium,multibook section seed
mb_sec__shanghan__sh_sec_2450289c2aaa,mb_shanghan,multibook_v033,,treatment,脾陽恢復下利與陽虛寒盛下利,[127],,4,src_multibook_v033_0000572,shanghan__sh_sec_2450289c2aaa,medium,multibook section seed
mb_sec__shanghan__sh_sec_70946a233b4b,mb_shanghan,multibook_v033,,treatment,第五章 辨少陰病脈證並治,[129],,1,src_multibook_v033_0000573,shanghan__sh_sec_70946a233b4b,medium,multibook section seed
mb_sec__shanghan__sh_sec_79137bfb1be7,mb_shanghan,multibook_v033,,note,概說,[129],,2,src_multibook_v033_0000574,shanghan__sh_sec_79137bfb1be7,medium,multibook section seed
mb_sec__shanghan__sh_sec_8a8a691ef5d5,mb_shanghan,multibook_v033,,treatment,證,[129],,3,src_multibook_v033_0000575,shanghan__sh_sec_8a8a691ef5d5,medium,multibook section seed
mb_sec__shanghan__sh_sec_3625b15aecb8,mb_shanghan,multibook_v033,,treatment,證,"[129, 130]",,4,src_multibook_v033_0000576,shanghan__sh_sec_3625b15aecb8,medium,multibook section seed
mb_sec__shanghan__sh_sec_bacf8f6b28fc,mb_shanghan,multibook_v033,,treatment,寒化證,[130],,5,src_multibook_v033_0000577,shanghan__sh_sec_bacf8f6b28fc,medium,multibook section seed
mb_sec__shanghan__sh_sec_675abba2c7b3,mb_shanghan,multibook_v033,,treatment,熱化證,[130],,6,src_multibook_v033_0000578,shanghan__sh_sec_675abba2c7b3,medium,multibook section seed
mb_sec__shanghan__sh_sec_86b123a56abe,mb_shanghan,multibook_v033,,note,第一節 少陰病綱要,[131],,1,src_multibook_v033_0000579,shanghan__sh_sec_86b123a56abe,medium,multibook section seed
mb_sec__shanghan__sh_sec_669071f1c395,mb_shanghan,multibook_v033,,treatment,一、少陰寒化證主要脈證,[131],,2,src_multibook_v033_0000580,shanghan__sh_sec_669071f1c395,medium,multibook section seed
mb_sec__shanghan__sh_sec_8825cccab093,mb_shanghan,multibook_v033,,contraindication,二、少陰病治禁,"[131, 132]",,3,src_multibook_v033_0000581,shanghan__sh_sec_8825cccab093,medium,multibook section seed
mb_sec__shanghan__sh_sec_fb860edb64c2,mb_shanghan,multibook_v033,,treatment,第二節 少陰病本證,[133],,1,src_multibook_v033_0000582,shanghan__sh_sec_fb860edb64c2,medium,multibook section seed
mb_sec__shanghan__sh_sec_5705567ff6ad,mb_shanghan,multibook_v033,,treatment,一、少陰寒化證,[133],,2,src_multibook_v033_0000583,shanghan__sh_sec_5705567ff6ad,medium,multibook section seed
mb_sec__shanghan__sh_sec_9aa8bb0352d7,mb_shanghan,multibook_v033,,treatment,四逆湯證,[133],,3,src_multibook_v033_0000584,shanghan__sh_sec_9aa8bb0352d7,medium,multibook section seed
mb_sec__shanghan__sh_sec_6eb06fdf9bb7,mb_shanghan,multibook_v033,,treatment,通脈四逆湯證,[133],,4,src_multibook_v033_0000585,shanghan__sh_sec_6eb06fdf9bb7,medium,multibook section seed
mb_sec__shanghan__sh_sec_c23bd4699dee,mb_shanghan,multibook_v033,,treatment,白通及白通加諸膽汁湯證,[133],,5,src_multibook_v033_0000586,shanghan__sh_sec_c23bd4699dee,medium,multibook section seed
mb_sec__shanghan__sh_sec_744fd028da31,mb_shanghan,multibook_v033,,treatment,真武湯證,[133],,6,src_multibook_v033_0000587,shanghan__sh_sec_744fd028da31,medium,multibook section seed
mb_sec__shanghan__sh_sec_50e9e584df4f,mb_shanghan,multibook_v033,,treatment,附子湯證,[133],,7,src_multibook_v033_0000588,shanghan__sh_sec_50e9e584df4f,medium,multibook section seed
mb_sec__shanghan__sh_sec_25013e99929f,mb_shanghan,multibook_v033,,treatment,吳茱萸湯證,[133],,8,src_multibook_v033_0000589,shanghan__sh_sec_25013e99929f,medium,multibook section seed
mb_sec__shanghan__sh_sec_0ae0d1c4b8b9,mb_shanghan,multibook_v033,,treatment,桃花湯證,[133],,9,src_multibook_v033_0000590,shanghan__sh_sec_0ae0d1c4b8b9,medium,multibook section seed
mb_sec__shanghan__sh_sec_15ddd4763b32,mb_shanghan,multibook_v033,,treatment,刺灸法,[134],,10,src_multibook_v033_0000591,shanghan__sh_sec_15ddd4763b32,medium,multibook section seed
mb_sec__shanghan__sh_sec_c89f68cecdb2,mb_shanghan,multibook_v033,,note,預後,[134],,11,src_multibook_v033_0000592,shanghan__sh_sec_c89f68cecdb2,medium,multibook section seed
mb_sec__shanghan__sh_sec_4b69974ac6a5,mb_shanghan,multibook_v033,,formula_composition,少陰寒化證方劑整理,"[135, 137, 138]",,12,src_multibook_v033_0000593,shanghan__sh_sec_4b69974ac6a5,medium,multibook section seed
mb_sec__shanghan__sh_sec_5737d2991ee6,mb_shanghan,multibook_v033,,treatment,〈提要〉陽虛寒濕的審證要點與治療方法,"[138, 139, 140, 141, 142]",,13,src_multibook_v033_0000594,shanghan__sh_sec_5737d2991ee6,medium,multibook section seed
mb_sec__shanghan__sh_sec_c0ee5ff23f82,mb_shanghan,multibook_v033,,treatment,二、少陰熱化證,[145],,1,src_multibook_v033_0000595,shanghan__sh_sec_c0ee5ff23f82,medium,multibook section seed
mb_sec__shanghan__sh_sec_9fbb6793ea47,mb_shanghan,multibook_v033,,treatment,黃連阿膠湯證,[145],,2,src_multibook_v033_0000596,shanghan__sh_sec_9fbb6793ea47,medium,multibook section seed
mb_sec__shanghan__sh_sec_f0a949ef5328,mb_shanghan,multibook_v033,,treatment,豬苓湯證,[145],,3,src_multibook_v033_0000597,shanghan__sh_sec_f0a949ef5328,medium,multibook section seed
mb_sec__shanghan__sh_sec_d820e2febcbf,mb_shanghan,multibook_v033,,formula_composition,少陰熱化證方劑整理,[145],,4,src_multibook_v033_0000598,shanghan__sh_sec_d820e2febcbf,medium,multibook section seed
mb_sec__shanghan__sh_sec_ca94dcb44530,mb_shanghan,multibook_v033,,treatment,第三節 少陰病兼變證,[147],,1,src_multibook_v033_0000599,shanghan__sh_sec_ca94dcb44530,medium,multibook section seed
mb_sec__shanghan__sh_sec_6bc8e34d9268,mb_shanghan,multibook_v033,,treatment,二、少陰三急下證,[149],,1,src_multibook_v033_0000600,shanghan__sh_sec_6bc8e34d9268,medium,multibook section seed
mb_sec__shanghan__sh_sec_2fba5f9fde74,mb_shanghan,multibook_v033,,treatment,五、傷津動血證,[152],,1,src_multibook_v033_0000601,shanghan__sh_sec_2fba5f9fde74,medium,multibook section seed
mb_sec__shanghan__sh_sec_692b35d955c0,mb_shanghan,multibook_v033,,treatment,第四節 咽痛證,[154],,1,src_multibook_v033_0000602,shanghan__sh_sec_692b35d955c0,medium,multibook section seed
mb_sec__shanghan__sh_sec_83d7a57d3086,mb_shanghan,multibook_v033,,treatment,一、豬膚湯證,[154],,2,src_multibook_v033_0000603,shanghan__sh_sec_83d7a57d3086,medium,multibook section seed
mb_sec__shanghan__sh_sec_5480de8b8569,mb_shanghan,multibook_v033,,treatment,二、甘草湯證、桔梗湯證,[154],,3,src_multibook_v033_0000604,shanghan__sh_sec_5480de8b8569,medium,multibook section seed
mb_sec__shanghan__sh_sec_c8e432975daa,mb_shanghan,multibook_v033,,treatment,三、苦酒湯證,[154],,4,src_multibook_v033_0000605,shanghan__sh_sec_c8e432975daa,medium,multibook section seed
mb_sec__shanghan__sh_sec_efc9c22fc7f2,mb_shanghan,multibook_v033,,treatment,四、半夏散及湯證,[154],,5,src_multibook_v033_0000606,shanghan__sh_sec_efc9c22fc7f2,medium,multibook section seed
mb_sec__shanghan__sh_sec_36f249ac724e,mb_shanghan,multibook_v033,,treatment,第六章 辨厥陰病脈證並治,[157],,1,src_multibook_v033_0000607,shanghan__sh_sec_36f249ac724e,medium,multibook section seed
mb_sec__shanghan__sh_sec_1c105be2beb7,mb_shanghan,multibook_v033,,note,概說,[157],,2,src_multibook_v033_0000608,shanghan__sh_sec_1c105be2beb7,medium,multibook section seed
mb_sec__shanghan__sh_sec_49159ff097c0,mb_shanghan,multibook_v033,,note,第一節 厥陰病綱要,[157],,3,src_multibook_v033_0000609,shanghan__sh_sec_49159ff097c0,medium,multibook section seed
mb_sec__shanghan__sh_sec_53238f9f3594,mb_shanghan,multibook_v033,,treatment,第二節 上熱下寒證,[158],,1,src_multibook_v033_0000610,shanghan__sh_sec_53238f9f3594,medium,multibook section seed
mb_sec__shanghan__sh_sec_4a0e68dd89d9,mb_shanghan,multibook_v033,,treatment,一、烏梅丸證,[158],,2,src_multibook_v033_0000611,shanghan__sh_sec_4a0e68dd89d9,medium,multibook section seed
mb_sec__shanghan__sh_sec_eaa302bd406c,mb_shanghan,multibook_v033,,treatment,二、乾薑黃芩黃連人參湯證,[161],,1,src_multibook_v033_0000612,shanghan__sh_sec_eaa302bd406c,medium,multibook section seed
mb_sec__shanghan__sh_sec_a2154eb84896,mb_shanghan,multibook_v033,,treatment,第三節 辨厥熱勝復,"[163, 164, 165]",,1,src_multibook_v033_0000613,shanghan__sh_sec_a2154eb84896,medium,multibook section seed
mb_sec__shanghan__sh_sec_7b324958ef7e,mb_shanghan,multibook_v033,,note,第四節 辨厥,[166],,1,src_multibook_v033_0000614,shanghan__sh_sec_7b324958ef7e,medium,multibook section seed
mb_sec__shanghan__sh_sec_1b26d325e118,mb_shanghan,multibook_v033,,treatment,一、厥病的病理機制與證候特點,[166],,2,src_multibook_v033_0000615,shanghan__sh_sec_1b26d325e118,medium,multibook section seed
mb_sec__shanghan__sh_sec_7743ce782786,mb_shanghan,multibook_v033,,treatment,二、熱厥,[166],,3,src_multibook_v033_0000616,shanghan__sh_sec_7743ce782786,medium,multibook section seed
mb_sec__shanghan__sh_sec_f5a4bb40af06,mb_shanghan,multibook_v033,,treatment,三、寒厥,"[167, 169]",,1,src_multibook_v033_0000617,shanghan__sh_sec_f5a4bb40af06,medium,multibook section seed
mb_sec__shanghan__sh_sec_e4651d193c09,mb_shanghan,multibook_v033,,treatment,四、其它厥證,[170],,1,src_multibook_v033_0000618,shanghan__sh_sec_e4651d193c09,medium,multibook section seed
mb_sec__shanghan__sh_sec_b39592e837a2,mb_shanghan,multibook_v033,,note,原文,[171],,1,src_multibook_v033_0000619,shanghan__sh_sec_b39592e837a2,medium,multibook section seed
mb_sec__shanghan__sh_sec_1fe4e0739886,mb_shanghan,multibook_v033,,treatment,第五節 辨下利,[172],,1,src_multibook_v033_0000620,shanghan__sh_sec_1fe4e0739886,medium,multibook section seed
mb_sec__shanghan__sh_sec_67c7fb9f9920,mb_shanghan,multibook_v033,,treatment,第六節 辨嘔噦,[176],,1,src_multibook_v033_0000621,shanghan__sh_sec_67c7fb9f9920,medium,multibook section seed
mb_sec__shanghan__sh_sec_3ab062fa5a00,mb_shanghan,multibook_v033,,treatment,一、辨嘔,[176],,2,src_multibook_v033_0000622,shanghan__sh_sec_3ab062fa5a00,medium,multibook section seed
mb_sec__shanghan__sh_sec_4a5d45cc0554,mb_shanghan,multibook_v033,,note,原文,[178],,1,src_multibook_v033_0000623,shanghan__sh_sec_4a5d45cc0554,medium,multibook section seed
mb_sec__shanghan__sh_sec_339456eeb95c,mb_shanghan,multibook_v033,,note,第七節 預後,[179],,1,src_multibook_v033_0000624,shanghan__sh_sec_339456eeb95c,medium,multibook section seed
mb_sec__shanghan__sh_sec_77379f6e31bd,mb_shanghan,multibook_v033,,treatment,一、厥陰寒證愈後辨,[179],,2,src_multibook_v033_0000625,shanghan__sh_sec_77379f6e31bd,medium,multibook section seed
mb_sec__shanghan__sh_sec_9482936090fe,mb_shanghan,multibook_v033,,treatment,二、厥陰虛寒證死候辨,[179],,3,src_multibook_v033_0000626,shanghan__sh_sec_9482936090fe,medium,multibook section seed
mb_sec__shanghan__sh_sec_5b1e5f739b69,mb_shanghan,multibook_v033,,treatment,三、厥陰虛寒下利轉歸辨,[179],,4,src_multibook_v033_0000627,shanghan__sh_sec_5b1e5f739b69,medium,multibook section seed
mb_sec__shanghan__sh_sec_2a53c63ca8d2,mb_shanghan,multibook_v033,,treatment,第七章 辨霍亂病脈證並治,"[181, 182, 184, 185]",,1,src_multibook_v033_0000628,shanghan__sh_sec_2a53c63ca8d2,medium,multibook section seed
mb_sec__shanghan__sh_sec_3a2103de59c7,mb_shanghan,multibook_v033,,treatment,第八章 辨陰陽易差後勞復病脈證並治,[188],,1,src_multibook_v033_0000629,shanghan__sh_sec_3a2103de59c7,medium,multibook section seed
mb_sec__shanghan__sh_sec_10670ef189f5,mb_shanghan,multibook_v033,,note,陰陽易差後勞復病備考原文,[191],,2,src_multibook_v033_0000630,shanghan__sh_sec_10670ef189f5,medium,multibook section seed
wb_ch__wb_ch01,wenbing,wenbing_v044,,1,緒論,1,7,1,src_wenbing_v044_0004197,wb_ch01,high,chapter from wenbing bundle
wb_ch__wb_ch02,wenbing,wenbing_v044,,1,溫病的病因與發病,8,12,2,src_wenbing_v044_0004198,wb_ch02,high,chapter from wenbing bundle
wb_ch__wb_ch03,wenbing,wenbing_v044,,1,溫病的病機與辨證,13,19,3,src_wenbing_v044_0004199,wb_ch03,high,chapter from wenbing bundle
wb_ch__wb_ch04,wenbing,wenbing_v044,,1,溫病的診斷,20,43,4,src_wenbing_v044_0004200,wb_ch04,high,chapter from wenbing bundle
wb_ch__wb_ch05,wenbing,wenbing_v044,,1,溫病的治法,44,61,5,src_wenbing_v044_0004201,wb_ch05,high,chapter from wenbing bundle
wb_ch__wb_ch06,wenbing,wenbing_v044,,1,風溫,62,73,6,src_wenbing_v044_0004202,wb_ch06,high,chapter from wenbing bundle
wb_ch__wb_ch07,wenbing,wenbing_v044,,1,春溫,74,83,7,src_wenbing_v044_0004203,wb_ch07,high,chapter from wenbing bundle
wb_ch__wb_ch08,wenbing,wenbing_v044,,1,暑溫,84,91,8,src_wenbing_v044_0004204,wb_ch08,high,chapter from wenbing bundle
wb_ch__wb_ch09,wenbing,wenbing_v044,,1,濕溫,92,104,9,src_wenbing_v044_0004205,wb_ch09,high,chapter from wenbing bundle
wb_ch__wb_ch10,wenbing,wenbing_v044,,1,伏暑,105,110,10,src_wenbing_v044_0004206,wb_ch10,high,chapter from wenbing bundle
wb_ch__wb_ch11,wenbing,wenbing_v044,,1,秋燥,111,118,11,src_wenbing_v044_0004207,wb_ch11,high,chapter from wenbing bundle
wb_ch__wb_ch12,wenbing,wenbing_v044,,1,溫毒,119,122,12,src_wenbing_v044_0004208,wb_ch12,high,chapter from wenbing bundle
wb_ch__wb_ch13,wenbing,wenbing_v044,,1,溫疫,123,127,13,src_wenbing_v044_0004209,wb_ch13,high,chapter from wenbing bundle
wb_ch__wb_ch14,wenbing,wenbing_v044,,1,名著選,128,136,14,src_wenbing_v044_0004210,wb_ch14,high,chapter from wenbing bundle
wb_ch__wb_ch15,wenbing,wenbing_v044,,1,其它,137,137,15,src_wenbing_v044_0004211,wb_ch15,high,chapter from wenbing bundle
wb_outline__outline_root,wenbing,wenbing_v044,,0,溫病學,,,1,src_wenbing_v044_0004212,outline_root,high,root
wb_outline__outline_foundation,wenbing,wenbing_v044,wb_outline__outline_root,1,基礎總論,1,61,2,src_wenbing_v044_0004213,outline_foundation,high,group
wb_outline__outline_disease,wenbing,wenbing_v044,wb_outline__outline_root,1,各病專論,62,127,3,src_wenbing_v044_0004214,outline_disease,high,group
wb_outline__outline_classics,wenbing,wenbing_v044,wb_outline__outline_root,1,名著選,128,136,4,src_wenbing_v044_0004215,outline_classics,high,group
wb_outline__outline_other,wenbing,wenbing_v044,wb_outline__outline_root,1,其它,137,137,5,src_wenbing_v044_0004216,outline_other,high,group
wb_outline__outline_ch01,wenbing,wenbing_v044,wb_outline__outline_foundation,2,第一章 緒論,1,7,6,src_wenbing_v044_0004217,outline_ch01,high,chapter
wb_outline__outline_ch01_sec1,wenbing,wenbing_v044,wb_outline__outline_ch01,3,第一節 溫病學的成長,1,4,7,src_wenbing_v044_0004218,outline_ch01_sec1,high,section
wb_outline__outline_ch01_sec2,wenbing,wenbing_v044,wb_outline__outline_ch01,3,第二節 溫病概說,5,7,8,src_wenbing_v044_0004219,outline_ch01_sec2,high,section
wb_outline__outline_ch02,wenbing,wenbing_v044,wb_outline__outline_foundation,2,第二章 溫病的病因與發病,8,12,9,src_wenbing_v044_0004220,outline_ch02,high,chapter
wb_outline__outline_ch02_sec1,wenbing,wenbing_v044,wb_outline__outline_ch02,3,第一節 概說,8,8,10,src_wenbing_v044_0004221,outline_ch02_sec1,high,section
wb_outline__outline_ch02_sec2,wenbing,wenbing_v044,wb_outline__outline_ch02,3,第二節 六淫病因學說的臨床意義,9,12,11,src_wenbing_v044_0004222,outline_ch02_sec2,high,section
wb_outline__outline_ch03,wenbing,wenbing_v044,wb_outline__outline_foundation,2,第三章 溫病的病機與辨證,13,19,12,src_wenbing_v044_0004223,outline_ch03,high,chapter
wb_outline__outline_ch03_sec1,wenbing,wenbing_v044,wb_outline__outline_ch03,3,第一節 衛氣營血,13,16,13,src_wenbing_v044_0004224,outline_ch03_sec1,high,section
wb_outline__outline_ch03_sec2,wenbing,wenbing_v044,wb_outline__outline_ch03,3,第二節 三焦,17,18,14,src_wenbing_v044_0004225,outline_ch03_sec2,high,section
wb_outline__outline_ch03_sec3,wenbing,wenbing_v044,wb_outline__outline_ch03,3,第三節 衛氣營血與三焦的關係和區別,19,19,15,src_wenbing_v044_0004226,outline_ch03_sec3,high,section
wb_outline__outline_ch04,wenbing,wenbing_v044,wb_outline__outline_foundation,2,第四章 溫病的診斷,20,43,16,src_wenbing_v044_0004227,outline_ch04,high,chapter
wb_outline__outline_ch04_tongue,wenbing,wenbing_v044,wb_outline__outline_ch04,3,第一節 辨舌,20,30,17,src_wenbing_v044_0004228,outline_ch04_tongue,high,section
wb_outline__outline_ch04_teeth,wenbing,wenbing_v044,wb_outline__outline_ch04,3,第二節 驗齒,31,32,18,src_wenbing_v044_0004229,outline_ch04_teeth,high,section
wb_outline__outline_ch04_orifices,wenbing,wenbing_v044,wb_outline__outline_ch04,3,第三節 審五官,33,34,19,src_wenbing_v044_0004230,outline_ch04_orifices,high,section
wb_outline__outline_ch04_chestabdomen,wenbing,wenbing_v044,wb_outline__outline_ch04,3,第四節 按胸腹,35,36,20,src_wenbing_v044_0004231,outline_ch04_chestabdomen,high,section
wb_outline__outline_ch04_pulse,wenbing,wenbing_v044,wb_outline__outline_ch04,3,第五節 切脈象,37,38,21,src_wenbing_v044_0004232,outline_ch04_pulse,high,section
wb_outline__outline_ch04_symptoms,wenbing,wenbing_v044,wb_outline__outline_ch04,3,第六節 溫病幾個常見症狀的鑑別診斷,39,43,22,src_wenbing_v044_0004233,outline_ch04_symptoms,high,section
wb_outline__outline_ch05,wenbing,wenbing_v044,wb_outline__outline_foundation,2,第五章 溫病的治法,44,61,23,src_wenbing_v044_0004234,outline_ch05,high,chapter
wb_outline__outline_ch05_sec1,wenbing,wenbing_v044,wb_outline__outline_ch05,3,第一節 概說,44,44,24,src_wenbing_v044_0004235,outline_ch05_sec1,high,section
wb_outline__outline_ch05_sec2,wenbing,wenbing_v044,wb_outline__outline_ch05,3,第二節 辨證論治的常用治法,45,53,25,src_wenbing_v044_0004236,outline_ch05_sec2,high,section
wb_outline__outline_ch05_sec3,wenbing,wenbing_v044,wb_outline__outline_ch05,3,第三節 溫病兼挾證的治療,54,56,26,src_wenbing_v044_0004237,outline_ch05_sec3,high,section
wb_outline__outline_ch05_sec4,wenbing,wenbing_v044,wb_outline__outline_ch05,3,第四節 溫病勞復和食復的治療,57,57,27,src_wenbing_v044_0004238,outline_ch05_sec4,high,section
wb_outline__outline_ch05_sec5,wenbing,wenbing_v044,wb_outline__outline_ch05,3,第五節 溫病後遺證的治療,58,58,28,src_wenbing_v044_0004239,outline_ch05_sec5,high,section
wb_outline__outline_ch05_sec6,wenbing,wenbing_v044,wb_outline__outline_ch05,3,第六節 溫病瘥後調理,59,61,29,src_wenbing_v044_0004240,outline_ch05_sec6,high,section
wb_outline__outline_fengwen,wenbing,wenbing_v044,wb_outline__outline_disease,2,第六章 風溫,62,73,30,src_wenbing_v044_0004241,outline_fengwen,high,disease
wb_outline__outline_chunwen,wenbing,wenbing_v044,wb_outline__outline_disease,2,第七章 春溫,74,83,31,src_wenbing_v044_0004242,outline_chunwen,high,disease
wb_outline__outline_shuwen,wenbing,wenbing_v044,wb_outline__outline_disease,2,第三章 暑溫,84,91,32,src_wenbing_v044_0004243,outline_shuwen,high,disease
wb_outline__outline_shiwen,wenbing,wenbing_v044,wb_outline__outline_disease,2,第四章 濕溫,92,104,33,src_wenbing_v044_0004244,outline_shiwen,high,disease
wb_outline__outline_fushu,wenbing,wenbing_v044,wb_outline__outline_disease,2,第五章 伏暑,105,110,34,src_wenbing_v044_0004245,outline_fushu,high,disease
wb_outline__outline_qiuzao,wenbing,wenbing_v044,wb_outline__outline_disease,2,第六章 秋燥,111,118,35,src_wenbing_v044_0004246,outline_qiuzao,high,disease
wb_outline__outline_wendu,wenbing,wenbing_v044,wb_outline__outline_disease,2,第七章 溫毒,119,122,36,src_wenbing_v044_0004247,outline_wendu,high,disease
wb_outline__outline_wenyi,wenbing,wenbing_v044,wb_outline__outline_disease,2,第八章 溫疫,123,127,37,src_wenbing_v044_0004248,outline_wenyi,high,disease
wb_outline__outline_classic_wenyilun,wenbing,wenbing_v044,wb_outline__outline_classics,2,第一節 吳又可《溫疫論》,128,131,38,src_wenbing_v044_0004249,outline_classic_wenyilun,high,classic
wb_outline__outline_classic_wenrelun,wenbing,wenbing_v044,wb_outline__outline_classics,2,第二節 葉天士《溫熱論》,132,132,39,src_wenbing_v044_0004250,outline_classic_wenrelun,high,classic
wb_outline__outline_classic_sanshi,wenbing,wenbing_v044,wb_outline__outline_classics,2,第三節 葉天士《三時伏氣外感篇》,133,133,40,src_wenbing_v044_0004251,outline_classic_sanshi,high,classic
wb_outline__outline_classic_wenrejingwei,wenbing,wenbing_v044,wb_outline__outline_classics,2,第四節 王士雄《溫熱經緯》,134,134,41,src_wenbing_v044_0004252,outline_classic_wenrejingwei,high,classic
wb_outline__outline_classic_wenbingtiaobian,wenbing,wenbing_v044,wb_outline__outline_classics,2,第五節 吳鞠通《溫病條辨》,135,135,42,src_wenbing_v044_0004253,outline_classic_wenbingtiaobian,high,classic
wb_outline__outline_classic_yishuyude,wenbing,wenbing_v044,wb_outline__outline_classics,2,第六節 余師愚《疫疹一得》,136,136,43,src_wenbing_v044_0004254,outline_classic_yishuyude,high,classic
v146_outline__ol_zz_第一章_中醫內科學術理論的源流和發展,v146_graph,tcm_v146,,1,第一章  中醫內科學術理論的源流和發展,7,7,1,src_tcm_v146_0005518,ol_zz_第一章_中醫內科學術理論的源流和發展,medium,old graph outline
v146_outline__ol_zz_第二章_辨證論治,v146_graph,tcm_v146,,1,第二章  辨證論治,7,7,2,src_tcm_v146_0005519,ol_zz_第二章_辨證論治,medium,old graph outline
v146_outline__ol_zz_第三章_臟腑病機四大要素,v146_graph,tcm_v146,,1,第三章  臟腑病機四大要素,7,7,3,src_tcm_v146_0005520,ol_zz_第三章_臟腑病機四大要素,medium,old graph outline
v146_outline__ol_zz_第四章_中醫病機的內涵與特色,v146_graph,tcm_v146,,1,第四章  中醫病機的內涵與特色,7,7,4,src_tcm_v146_0005521,ol_zz_第四章_中醫病機的內涵與特色,medium,old graph outline
v146_outline__ol_zz_第五章_肺系病證,v146_graph,tcm_v146,,1,第五章  肺系病證,8,8,5,src_tcm_v146_0005522,ol_zz_第五章_肺系病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第一節_感冒,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第一節  感冒,8,12,6,src_tcm_v146_0005523,ol_zz_ol_zz_第五章_肺系病證_第一節_感冒,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第二節_鼻淵,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第二節  鼻淵,13,15,7,src_tcm_v146_0005524,ol_zz_ol_zz_第五章_肺系病證_第二節_鼻淵,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第三節_咳嗽,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第三節  咳嗽,16,23,8,src_tcm_v146_0005525,ol_zz_ol_zz_第五章_肺系病證_第三節_咳嗽,medium,old graph outline
