formula_id,canonical_name,formula_type_inferred,formula_family_id,alias_list,alias_count,component_count_display_ready,component_source_formula_count,unique_question_count,question_event_count,out_relation_count,in_relation_count,as_base_variant_count,as_variant_to_base_count,canonical_confidence,review_count,ontology_policy
can_f5d774f67f,雷氏宣透膜原法,standard_or_unspecified_formula,ffam_9987d550a138,,0,0,0,4.0,4.0,8.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2b50e82428,青蒿鱉甲湯,standard_or_unspecified_formula,ffam_98ed54e41e56,,0,0,0,4.0,4.0,5.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c787a70ab3,黃連清心飲,standard_or_unspecified_formula,ffam_670d54376648,,0,0,0,4.0,4.0,2.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cff53ce528,黛蛤散,standard_or_unspecified_formula,ffam_3c82876a94b0,,0,0,0,4.0,4.0,5.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_eccc220f5e,枳實梔子豉湯,standard_or_unspecified_formula,ffam_4b1d8559aac9,枳實梔子豉湯,1,0,0,3.0,4.0,4.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2a67e77749,柴胡湯,base_or_family_formula,ffam_c0a94a2a6bf2,柴胡湯,1,0,0,3.0,4.0,0.0,2.0,2,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cdb87d969f,百合洗方,standard_or_unspecified_formula,ffam_f617ddb1088e,百合洗方,1,0,0,3.0,4.0,2.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_48d4dcef47,芍藥甘草附子湯,standard_or_unspecified_formula,ffam_66cd0a31dc34,芍藥甘草附子湯,1,0,0,3.0,4.0,4.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5fc1013ba0,葛根加半夏湯,named_variant_or_modified_formula,ffam_09284e487f63,葛根加半夏湯,1,0,0,3.0,4.0,2.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_68a9a8db6b,七味都氣丸,standard_or_unspecified_formula,ffam_0f3b2ee2019f,,0,0,0,3.0,3.0,6.0,9.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5173a93aa8,三妙散,standard_or_unspecified_formula,ffam_82bfc270bb97,,0,3.0,0,3.0,3.0,8.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b3ac29142b,三才湯,standard_or_unspecified_formula,ffam_3611ee0e2cd5,,0,0,0,3.0,3.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1de5fe591a,三拗湯,standard_or_unspecified_formula,ffam_20d9acc9fe7f,,0,3.0,0,3.0,3.0,10.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_31d9c1905f,三物白散,standard_or_unspecified_formula,ffam_50cfdb70b853,三物小白散|三物白散|白散|白散(三物白散,4,3.0,0,3.0,3.0,4.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_bc67e22b6b,乾薑人參半夏丸,standard_or_unspecified_formula,ffam_492fcc0fedc8,乾薑人參半夏丸,1,0,0,3.0,3.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_392cd6cdd2,人參黃耆湯,standard_or_unspecified_formula,ffam_6e3b7b9cf609,,0,0,0,3.0,4.0,4.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f8e0421b43,化肝煎,standard_or_unspecified_formula,ffam_7a47700381e2,,0,7.0,0,3.0,3.0,16.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_65a34d72eb,千金定志丸,standard_or_unspecified_formula,ffam_9c202c3cff86,,0,0,0,3.0,3.0,4.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6a81c427d1,升麻鱉甲湯,standard_or_unspecified_formula,ffam_b3b42af27879,升麻鱉甲湯|升麻鱉甲湯去雄黃、蜀椒,2,0,0,3.0,3.0,9.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_05521893b9,啟膈散,standard_or_unspecified_formula,ffam_3b49785ecf8e,,0,8.0,0,3.0,3.0,18.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9d39815013,天香正氣散,standard_or_unspecified_formula,ffam_e276fb831f9e,,0,5.0,0,3.0,3.0,13.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e1b48c3a25,散腫潰堅湯,standard_or_unspecified_formula,ffam_a2605cd161af,散腫潰堅湯,1,0,0,3.0,3.0,4.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_478a8d49e4,文蛤湯,standard_or_unspecified_formula,ffam_74d9b76682f8,文蛤湯,1,0,0,3.0,3.0,10.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_70abe311b8,春澤湯,standard_or_unspecified_formula,ffam_63bf6dabf67a,,0,6.0,0,3.0,3.0,13.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a9e9beb2b4,桂枝加芍藥生薑各一兩人參三兩新加湯,named_variant_or_modified_formula,ffam_54e01fe1716b,桂枝加芍藥生薑各一兩人參三兩新加湯,1,0,0,3.0,3.0,8.0,1.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_94491b059f,桂枝甘草湯,standard_or_unspecified_formula,ffam_eff1de7622f9,桂枝甘草湯,1,0,0,3.0,3.0,3.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7b2ef20aa5,桂附八味丸,standard_or_unspecified_formula,ffam_607b834dc79a,,0,8.0,0,3.0,3.0,19.0,8.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7d2366857f,梔子乾薑湯,standard_or_unspecified_formula,ffam_3e2ce5e8b2a2,梔子乾薑湯,1,0,0,3.0,3.0,3.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6c4d5a6d65,梔子甘草豉湯,standard_or_unspecified_formula,ffam_3fb82f62cb3e,梔子甘草豉湯,1,0,0,3.0,3.0,4.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_98c574aa44,歸耆建中湯,standard_or_unspecified_formula,ffam_a7eb071e905f,,0,0,0,3.0,3.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a45fb4e248,沙參清肺湯,standard_or_unspecified_formula,ffam_3b8b8aa8f8de,,0,0,0,3.0,3.0,3.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3b2c3e74a8,清咽寧肺湯,standard_or_unspecified_formula,ffam_27fb7972ec0b,,0,0,0,3.0,3.0,3.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6ef56dc8cd,濟生菟絲子丸,standard_or_unspecified_formula,ffam_8b2903fb0309,,0,0,0,3.0,3.0,3.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2d72a83597,犀角散,standard_or_unspecified_formula,ffam_b99cbdaa2626,,0,6.0,0,3.0,3.0,13.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6904c3c22c,獨參湯,standard_or_unspecified_formula,ffam_bff16826f68a,,0,1.0,0,3.0,3.0,9.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6ac7540c94,甘草粉蜜湯,standard_or_unspecified_formula,ffam_04717a9dd4d5,甘草粉蜜湯,1,0,0,3.0,3.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c6991f8c43,甘草麻黃湯,standard_or_unspecified_formula,ffam_108a85578a22,甘草麻黃湯,1,0,0,3.0,3.0,4.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3eaec9698d,硃砂安神丸,standard_or_unspecified_formula,ffam_865819b572f1,,0,0,0,3.0,3.0,3.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_17ba53d71b,薛氏參麥湯,standard_or_unspecified_formula,ffam_007a5424b2a2,,0,0,0,3.0,3.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c4a276d57d,蜀漆散,standard_or_unspecified_formula,ffam_436bbbe78e25,蜀漆散,1,0,0,3.0,3.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0cfa3abb8b,蜘蛛散,standard_or_unspecified_formula,ffam_8f680d26d40c,蜘蛛散,1,0,0,3.0,3.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_eb030ff7d9,辛夷散,standard_or_unspecified_formula,ffam_2dc7d2e2cf25,辛夷散|辛夷散《散,2,0,0,3.0,3.0,4.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7cb3fca293,集靈膏,standard_or_unspecified_formula,ffam_ba4c33ccb182,,0,0,0,3.0,3.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5d2c831085,雞屎白散,standard_or_unspecified_formula,ffam_b7ba58d4716e,雞屎白散,1,0,0,3.0,3.0,4.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8ab62e2f3f,黃耆五物湯,standard_or_unspecified_formula,ffam_1a2c66d9119f,黃耆五物湯,1,5.0,0,3.0,3.0,17.0,10.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_012839e4a0,黃耆赤風湯,standard_or_unspecified_formula,ffam_fa07816f1e9c,,0,0,0,3.0,3.0,4.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_deb3c7d442,黑錫丹,standard_or_unspecified_formula,ffam_f7bf17e120cf,黑鍚丹,1,12.0,0,3.0,3.0,27.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_87e68da265,排膿湯,standard_or_unspecified_formula,ffam_3531972cc377,排膿湯,1,0,0,2.0,3.0,7.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_acf4a6018c,王不留行散,standard_or_unspecified_formula,ffam_ff59b505fd9b,王不留行散,1,0,0,2.0,3.0,3.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_08ea383c3e,竹皮大丸,standard_or_unspecified_formula,ffam_9d00c9426599,竹皮大丸,1,0,0,2.0,3.0,8.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cef13f92b3,蜜煎,standard_or_unspecified_formula,ffam_db703a7c9e0d,蜜煎,1,0,0,2.0,3.0,1.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5d8516f981,一物瓜蒂湯,standard_or_unspecified_formula,ffam_6519f3065ed3,一物瓜蒂湯|瓜蒂湯,2,0,0,2.0,2.0,3.0,2.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_530bb85d20,三承氣湯,standard_or_unspecified_formula,ffam_fa3294937332,三承氣湯,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a539f8a24c,乾薑黃連黃芩人參湯,standard_or_unspecified_formula,ffam_4390ab1f1687,乾薑黃連黃芩人參湯,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_43f583b5d4,二陰煎,standard_or_unspecified_formula,ffam_60e147f178b7,,0,0,0,2.0,2.0,4.0,7.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c8492d329f,二陳平胃湯,standard_or_unspecified_formula,ffam_aab3715fa2ff,,0,0,0,2.0,2.0,3.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b96deacac6,仙方活命飲,standard_or_unspecified_formula,ffam_ffac40b7652d,,0,0,0,2.0,2.0,2.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b7181bf86b,保元湯,standard_or_unspecified_formula,ffam_7af3bd959a0b,,0,4.0,0,2.0,2.0,10.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d240222a5e,十神湯,standard_or_unspecified_formula,ffam_15882713a03d,十神湯,1,0,0,2.0,2.0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f1d2520332,半夏秫米湯,standard_or_unspecified_formula,ffam_28b880e499df,,0,0,0,2.0,2.0,3.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fcdb591f12,參蛤散,standard_or_unspecified_formula,ffam_90f83baa2bb1,,0,0,0,2.0,2.0,3.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1418e83abd,右歸飲,standard_or_unspecified_formula,ffam_462372c02c00,,0,0,0,2.0,2.0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ba972f64b6,四味回陽飲,standard_or_unspecified_formula,ffam_43eeb9badacd,,0,4.0,0,2.0,2.0,10.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_669eac28c6,大烏頭煎,standard_or_unspecified_formula,ffam_b5eda602ac02,大烏頭煎,1,0,0,2.0,2.0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e4cf9ac567,大補陰丸,standard_or_unspecified_formula,ffam_f3bd6d1c74ab,大補陰丸|大補陰丸《丸,2,5.0,0,2.0,2.0,14.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_083668a08a,完帶湯,standard_or_unspecified_formula,ffam_41a0750b11a9,完帶湯,1,0,0,2.0,2.0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_36813be16d,小陷胸加枳實湯,standard_or_unspecified_formula,ffam_ed5994d27d5f,,0,0,0,2.0,2.0,10.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_976b6669ea,局方至寶丹,base_or_family_formula,ffam_1cda07e4e8d2,,0,0,0,2.0,2.0,3.0,4.0,1,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_21144bc47d,平陳湯,standard_or_unspecified_formula,ffam_17242d829ce1,,0,0,0,2.0,2.0,1.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_bd0911028c,托裏消毒飲,standard_or_unspecified_formula,ffam_66371b50796c,托裏消毒飲,1,0,0,2.0,2.0,4.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3a2e7f78c1,抑肝散,standard_or_unspecified_formula,ffam_6f8d01ee9791,抑肝散,1,0,0,2.0,2.0,4.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_63405b0430,排膿散,standard_or_unspecified_formula,ffam_ae2218bc3558,排膿散|排膿散《散,2,0,0,2.0,2.0,7.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a8f729bca5,敗毒散,named_variant_or_modified_formula,ffam_a6d33e95bbf3,,0,12.0,0,2.0,2.0,26.0,17.0,0,2,high_or_seeded,1,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_444341c48f,木防己去石膏加茯苓芒硝湯,base_or_family_formula,ffam_ebc75afb67cd,加茯苓芒硝湯|木防己去石膏加茯苓芒硝湯,2,0,0,2.0,2.0,9.0,3.0,1,2,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_21b040c5fe,杏仁滑石湯,standard_or_unspecified_formula,ffam_0241cbda3207,,0,0,0,2.0,2.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9d6d527d5a,枳朮湯,standard_or_unspecified_formula,ffam_259b87896b86,枳朮湯,1,0,0,2.0,2.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_901d8f41a6,柴陷湯,standard_or_unspecified_formula,ffam_97f4e9b09bb4,柴陷湯,1,0,0,2.0,2.0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3eb22fdca8,桂枝去芍藥加蜀漆牡蠣龍骨救逆湯,named_variant_or_modified_formula,ffam_54e01fe1716b,桂枝去芍藥加蜀漆牡蠣龍骨救逆湯|桂枝救逆湯|牡蠣龍骨救逆湯,3,0,0,2.0,2.0,12.0,4.0,0,1,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6441df7feb,桃紅四物飲,standard_or_unspecified_formula,ffam_c2e8a50d6b93,,0,0,0,2.0,2.0,4.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2638934a75,清咽湯,standard_or_unspecified_formula,ffam_1eb1b93ad648,,0,0,0,2.0,2.0,10.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fd7fcf2f44,滋水清肝飲,standard_or_unspecified_formula,ffam_5a7fbfbd3063,,0,11.0,0,2.0,2.0,25.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b88121df22,滑石白魚散,standard_or_unspecified_formula,ffam_31f25f5b8799,滑石白魚散|蒲灰散滑石白魚散茯苓戎鹽湯,2,0,0,2.0,2.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_44bdb5ddeb,烏頭桂枝湯,base_or_family_formula,ffam_54e01fe1716b,烏頭桂枝湯,1,0,0,2.0,2.0,5.0,3.0,1,2,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_87c08942bc,牛黃清心丸,standard_or_unspecified_formula,ffam_7de57dd42aa5,,0,8.0,0,2.0,2.0,18.0,6.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_66e2a56c11,玉女煎去熟地牛膝加細生地玄參方,standard_or_unspecified_formula,ffam_2b73b0cc7cb2,,0,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_59d95a3501,當歸飲子,standard_or_unspecified_formula,ffam_ba1cb0a2fc42,當歸飲子,1,0,0,2.0,2.0,5.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_66713443b7,知柏地黃湯,standard_or_unspecified_formula,ffam_47c021fb9ac2,,0,0,0,2.0,2.0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_05140ae180,硝石礬石散,standard_or_unspecified_formula,ffam_2c92f5dfd287,硝石礬石散,1,0,0,2.0,2.0,6.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b7f3496e0a,禹餘糧丸,standard_or_unspecified_formula,ffam_a3f89b8c76c0,禹餘糧丸,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_038146a0c0,羚羊角湯,standard_or_unspecified_formula,ffam_3df98625d620,,0,10.0,0,2.0,2.0,22.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_005949fc2a,羚羊鉤藤湯,standard_or_unspecified_formula,ffam_f2bc30c68eea,,0,10.0,0,2.0,2.0,23.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b986cc5681,耳聾左磁丸,standard_or_unspecified_formula,ffam_0cf781c03a3c,,0,0,0,2.0,2.0,2.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_28640c6476,脾約麻仁丸,standard_or_unspecified_formula,ffam_81a261bddebf,,0,6.0,0,2.0,2.0,15.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_03df292571,腎著湯,standard_or_unspecified_formula,ffam_dcdd6b076687,腎著湯,1,0,0,2.0,2.0,3.0,5.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9548aa8499,苦參湯,standard_or_unspecified_formula,ffam_63cd8a534b08,苦參湯,1,0,0,2.0,2.0,3.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ab6fb2f92f,茯苓戎鹽湯,standard_or_unspecified_formula,ffam_a75fe5be889e,茯苓戎鹽湯,1,0,0,2.0,2.0,7.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ae895b286e,蒼耳散,standard_or_unspecified_formula,ffam_1aac3333009d,蒼耳散|蒼耳散《散,2,0,0,2.0,2.0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_27ce46d718,薏苡附子敗醬散,standard_or_unspecified_formula,ffam_a9f67094c84d,薏苡附子敗醬散,1,0,0,2.0,2.0,6.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4d8752ebf6,藻藥散,standard_or_unspecified_formula,ffam_3e7bfa74b5c6,,0,6.0,0,2.0,2.0,14.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6eefdf51c6,豬膏髮煎,standard_or_unspecified_formula,ffam_e785d0f8812d,膏髮煎|豬膏髮煎,2,0,0,2.0,2.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_22f9c07268,赤小豆當歸散,standard_or_unspecified_formula,ffam_e7d3e2284d29,赤小豆當歸散,1,0,0,2.0,2.0,4.0,4.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a9f0081074,赤豆當歸散,standard_or_unspecified_formula,ffam_49ca57ba04b2,赤豆當歸散,1,0,0,2.0,2.0,5.0,3.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_14624aa9c0,辰砂六一散,standard_or_unspecified_formula,ffam_87c8936275b2,辰砂六一散,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_31bdef10b4,通關散,standard_or_unspecified_formula,ffam_a1c83d04329c,,0,0,0,2.0,2.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0de8ce67a4,還少丹,standard_or_unspecified_formula,ffam_81de61f75d24,還少丹|還少丹《丸,2,0,0,2.0,2.0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_05028269b4,麻桂各半湯,standard_or_unspecified_formula,ffam_c5ab0e1efe35,麻桂各半湯,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0758b155e9,麻黃二越婢一湯,standard_or_unspecified_formula,ffam_83c208dcf76f,麻黃二越婢一湯,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d897d4f4dc,麻黃細辛附子湯,standard_or_unspecified_formula,ffam_a51399d1c384,麻黃細辛附子湯,1,0,0,2.0,2.0,4.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a767624758,麻黃連軺赤小豆湯,standard_or_unspecified_formula,ffam_1ff8dfe0796c,麻黃連軺赤小豆湯,1,0,0,2.0,2.0,9.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_06f0b0db33,麻黃附子甘草湯,standard_or_unspecified_formula,ffam_58d200c64555,麻黃附子甘草湯,1,0,0,2.0,2.0,3.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4e37b29b7f,黃芩加半夏湯,standard_or_unspecified_formula,ffam_8b3c7fd4badc,黃芩加半夏湯,1,0,0,2.0,2.0,1.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e6f7a53e08,七寶美髯丹,standard_or_unspecified_formula,ffam_f0863bbcfb2e,七寶美髯丹|七寶美髯丹《丸,2,0,0,1.0,1.0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_75876b7e8c,七福飲,standard_or_unspecified_formula,ffam_b3884b9390fe,,0,7.0,0,1.0,1.0,16.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3600c93607,乾薑黃芩黃連人參湯,standard_or_unspecified_formula,ffam_cda49c3e3f4b,乾薑黃芩黃連人參湯,1,0,0,1.0,1.0,5.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f293e6adaa,二至丸,standard_or_unspecified_formula,ffam_dc00eb8366d8,,0,2.0,0,1.0,1.0,6.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_26b2bdbc35,人參敗毒散,base_or_family_formula,ffam_a6d33e95bbf3,人參敗毒散,1,0,0,1.0,1.0,3.0,3.0,1,0,high_or_seeded,1,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a18145f1c9,余氏清心涼膈散,standard_or_unspecified_formula,ffam_eafcbc3173dd,,0,0,0,1.0,1.0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
