link_id,clause_master_id,book_id,clause_no,formula_name,formula_canonical_id,relation_type,evidence_text,source_pdf_pages
k3_clause_formula_05416e5683,clause_sh_3f54fe5b13,shanghan,55.0,麻黃湯,can_a2aaa3190c,classic_clause_uses_formula,傷寒脈浮緊，不發汗，因致衄者，麻黃湯主之。（55）,22
k3_clause_formula_55eb383b38,clause_sh_5aa91f527b,shanghan,88.0,禹餘糧丸,can_b7f3496e0a,classic_clause_uses_formula,汗家重發汗，必恍惚心亂，小便已陰疼，與禹餘糧丸。(88),22
k3_clause_formula_b206f64929,clause_sh_3313f99151,shanghan,31.0,葛根湯,can_3d655bf013,classic_clause_uses_formula,太陽病，項背強几几，無汗，惡風，葛根湯主之。(31),23
k3_clause_formula_060a555532,clause_sh_3021c0eee0,shanghan,32.0,葛根湯,can_3d655bf013,classic_clause_uses_formula,太陽與陽明合病者，必自下利，葛根湯主之。(32),23
k3_clause_formula_f0bebeceec,clause_sh_db80c65baf,shanghan,33.0,葛根加半夏湯,can_5fc1013ba0,classic_clause_uses_formula,太陽與陽明合病，不下利，但嘔者，葛根加半夏湯主之。(33),23
k3_clause_formula_0bb0776957,clause_sh_59833a06bd,shanghan,38.0,大青龍湯,can_a1400e6cd2,classic_clause_uses_formula,太陽中風，脈浮緊，發熱，惡寒，身疼痛，不汗出而煩躁者，大青龍湯主之。 若脈微弱，汗出惡風者，不可服之。 服之則厥逆，筋惕肉瞤，此為逆也。(38),23
k3_clause_formula_080045245c,clause_sh_5d05a2f67a,shanghan,39.0,大青龍湯,can_a1400e6cd2,classic_clause_uses_formula,傷寒，脈浮緩，身不疼，但重，乍有輕時，無少陰證者，大青龍湯發之。(39),23
k3_clause_formula_fdf7fba491,clause_sh_4890bdf013,shanghan,40.0,小青龍湯,can_0a5b7e34af,classic_clause_uses_formula,傷寒表不解，心下有水氣，乾嘔，發熱而咳，或渴，或利，或噎，或小便不 利，少腹滿，或喘者，小青龍湯主之。(40),23
k3_clause_formula_3f9739d61b,clause_sh_e64fc8a3db,shanghan,41.0,小青龍湯,can_0a5b7e34af,classic_clause_uses_formula,傷寒，心下有水氣，咳而微喘，發熱不渴。服湯已渴者，此寒去欲解也， 小青龍湯主之。(41),23
k3_clause_formula_b7c73cebe7,clause_sh_ff90a4d2c5,shanghan,23.0,桂枝麻黃各半湯,can_71c0518c06,classic_clause_uses_formula,太陽病，得之八九日，如瘧狀，發熱惡寒，熱多寒少，其人不嘔，清便欲自可， 一日二三度發。 脈微緩者，為欲愈也； 脈微而惡寒者，此陰陽俱虛，不可更發汗，更下，更吐也； 面色反有熱色者，未欲解也，以其不能得小汗出，身必癢，宜桂枝麻黃各半湯。(23),29
k3_clause_formula_baf3a561a1,clause_sh_16d72e8a80,shanghan,25.0,桂枝二麻黃一湯,can_398aca44cd,classic_clause_uses_formula,服桂枝湯，大汗出，脈洪大者，與桂枝湯，如前法。 若形似瘧，一日再發者，汗出必解，宜桂枝二麻黃一湯。(25),29
k3_clause_formula_47fac40410,clause_sh_16d72e8a80,shanghan,25.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,服桂枝湯，大汗出，脈洪大者，與桂枝湯，如前法。 若形似瘧，一日再發者，汗出必解，宜桂枝二麻黃一湯。(25),29
k3_clause_formula_f96ac56a3e,clause_sh_34cccc4599,shanghan,27.0,桂枝二越婢一湯,can_52daa23e13,classic_clause_uses_formula,太陽病，發熱惡寒，熱多寒少，脈微弱者，此無陽也。 不可發汗，宜桂枝二越婢一湯。(27),29
k3_clause_formula_b89dd3c74a,clause_sh_4c22d9d2cb,shanghan,70.0,調胃承氣湯,can_07468b2497,classic_clause_uses_formula,發汗後惡寒者，虛故也。不惡寒，但熱者，實也，當和胃氣，與調胃承氣湯。(70),31
k3_clause_formula_c0702e27c8,clause_sh_6cd969e8eb,shanghan,91.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,傷寒，醫下之，續得下利，清穀不止，身疼痛者，急當救裡； 後身疼痛，清便自調者，急當救表。救裡宜四逆湯，救表宜桂枝湯。(91),32
k3_clause_formula_2f3168d346,clause_sh_6cd969e8eb,shanghan,91.0,四逆湯,can_4bd7a9684a,classic_clause_uses_formula,傷寒，醫下之，續得下利，清穀不止，身疼痛者，急當救裡； 後身疼痛，清便自調者，急當救表。救裡宜四逆湯，救表宜桂枝湯。(91),32
k3_clause_formula_c0c2ff9f4c,clause_sh_568607f107,shanghan,92.0,四逆湯,can_4bd7a9684a,classic_clause_uses_formula,病發熱頭痛，脈反沉，若不瘥，身體疼痛，當救其裡，宜四逆湯。(92),32
k3_clause_formula_76a8b2141a,clause_sh_83e004e223,shanghan,26.0,白虎加人參湯,can_29712407d7,classic_clause_uses_formula,服桂枝湯，大汗出後，大煩渴不解，脈洪大者，白虎加人參湯主之。(26),34
k3_clause_formula_33a3760260,clause_sh_83e004e223,shanghan,26.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,服桂枝湯，大汗出後，大煩渴不解，脈洪大者，白虎加人參湯主之。(26),34
k3_clause_formula_cbbabd181f,clause_sh_f2fac4c475,shanghan,34.0,葛根黃芩黃連湯,can_30cd7a1011,classic_clause_uses_formula,太陽病，桂枝證，醫反下之，利遂不止。 脈促者，表未解也。 喘而汗出者，葛根黃芩黃連湯主之。(34),34
k3_clause_formula_486cd6af72,clause_sh_478d263093,shanghan,63.0,麻黃杏仁甘草石膏湯,can_aa32ff233a,classic_clause_uses_formula,發汗後，不可更行桂枝湯。 汗出而喘，無大熱者，可與麻黃杏仁甘草石膏湯。(63),34
k3_clause_formula_4934025d74,clause_sh_478d263093,shanghan,63.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,發汗後，不可更行桂枝湯。 汗出而喘，無大熱者，可與麻黃杏仁甘草石膏湯。(63),34
k3_clause_formula_c7a1ab956b,clause_sh_d08e9342fe,shanghan,76.0,梔子甘草豉湯,can_6c4d5a6d65,classic_clause_uses_formula,發汗吐下後，虛煩不得眠，若劇者，必反覆顛倒，心中懊憹，梔子豉湯主之。 若少氣者，梔子甘草豉湯主之。 若嘔者，梔子生薑豉湯主之。(76),34
k3_clause_formula_454e573c45,clause_sh_d08e9342fe,shanghan,76.0,梔子生薑豉湯,can_c990391d4b,classic_clause_uses_formula,發汗吐下後，虛煩不得眠，若劇者，必反覆顛倒，心中懊憹，梔子豉湯主之。 若少氣者，梔子甘草豉湯主之。 若嘔者，梔子生薑豉湯主之。(76),34
k3_clause_formula_8d61f3d482,clause_sh_d08e9342fe,shanghan,76.0,梔子豉湯,can_2482e4b13d,classic_clause_uses_formula,發汗吐下後，虛煩不得眠，若劇者，必反覆顛倒，心中懊憹，梔子豉湯主之。 若少氣者，梔子甘草豉湯主之。 若嘔者，梔子生薑豉湯主之。(76),34
k3_clause_formula_4551602ba4,clause_sh_e4a7cfac54,shanghan,77.0,梔子豉湯,can_2482e4b13d,classic_clause_uses_formula,發汗若下之，而煩熱胸中窒者，梔子豉湯主之。(77),34
k3_clause_formula_8f9d3b8f04,clause_sh_ca7f154102,shanghan,78.0,梔子豉湯,can_2482e4b13d,classic_clause_uses_formula,傷寒五六日，大下之後，身熱不去，心中結痛者，未欲解也，梔子豉湯主之。(78),34
k3_clause_formula_abf01896f9,clause_sh_d3d5e51f71,shanghan,79.0,梔子厚朴湯,can_6b3be11e50,classic_clause_uses_formula,傷寒下後，心煩，腹滿，臥起不安者，梔子厚朴湯主之。(79),34
k3_clause_formula_8cff99f541,clause_sh_a4d7f85481,shanghan,80.0,梔子乾薑湯,can_7d2366857f,classic_clause_uses_formula,傷寒，醫以丸藥大下之，身熱不去，微煩者，梔子乾薑湯主之。(80),34
k3_clause_formula_b1e39543bc,clause_sh_f762770036,shanghan,81.0,梔子湯,can_fea4aa6cf4,classic_clause_uses_formula,凡用梔子湯，病人舊微溏者，不可與服之。(81),34
k3_clause_formula_db9f47199b,clause_sh_638493935d,shanghan,162.0,麻黃杏仁甘草石膏湯,can_aa32ff233a,classic_clause_uses_formula,汗下後，邪熱壅肺作喘 下後，不可更行桂枝湯。 若汗出而喘，無大熱者，可與麻黃杏仁甘草石膏湯。(162),34
k3_clause_formula_c180868537,clause_sh_638493935d,shanghan,162.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,汗下後，邪熱壅肺作喘 下後，不可更行桂枝湯。 若汗出而喘，無大熱者，可與麻黃杏仁甘草石膏湯。(162),34
k3_clause_formula_71917de8ce,clause_sh_9c596f1703,shanghan,172.0,黃芩加半夏生薑湯,can_9108e059f2,classic_clause_uses_formula,太陽與少陽合病，自下利者，與黃芩湯。若嘔者，黃芩加半夏生薑湯主之。(172),34
k3_clause_formula_1b5155826c,clause_sh_9c596f1703,shanghan,172.0,黃芩湯,can_ff9f5b461f,classic_clause_uses_formula,太陽與少陽合病，自下利者，與黃芩湯。若嘔者，黃芩加半夏生薑湯主之。(172),34
k3_clause_formula_dd06d0a8cc,clause_sh_95ba9b25dd,shanghan,28.0,桂枝去桂加茯苓白朮湯,can_ae15981a69,classic_clause_uses_formula,誤用吐下，脾胃氣虛，水 氣上衝 服桂枝湯，或下之，仍頭項強痛，翕翕發熱，無汗，心下滿微痛，小便不利 者，桂枝去桂加茯苓白朮湯主之。(28),39
k3_clause_formula_9b3f102f53,clause_sh_95ba9b25dd,shanghan,28.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,誤用吐下，脾胃氣虛，水 氣上衝 服桂枝湯，或下之，仍頭項強痛，翕翕發熱，無汗，心下滿微痛，小便不利 者，桂枝去桂加茯苓白朮湯主之。(28),39
k3_clause_formula_617f8ad264,clause_sh_28f58ea62b,shanghan,61.0,乾薑附子湯,can_1eea215250,classic_clause_uses_formula,下之後，復發汗，晝日煩躁不得眠，夜而安靜，不嘔，不渴，無表證， 脈沉微，身無大熱者，乾薑附子湯主之。(61),39
k3_clause_formula_4837295f23,clause_sh_202ffa03e7,shanghan,64.0,桂枝甘草湯,can_94491b059f,classic_clause_uses_formula,發汗過多，其人叉手自冒心，心下悸欲得按者，桂枝甘草湯主之。(64),39
k3_clause_formula_475cd72b2e,clause_sh_75bffcd7aa,shanghan,65.0,茯苓桂枝甘草大棗湯,can_debdfbf1b5,classic_clause_uses_formula,發汗後，其人臍下悸者，欲作奔豚，茯苓桂枝甘草大棗湯主之。(65),39
k3_clause_formula_dee22963cc,clause_sh_ad9eb1f102,shanghan,66.0,厚朴生薑半夏甘草人參湯,can_82b845942f,classic_clause_uses_formula,發汗後，腹脹滿者，厚朴生薑半夏甘草人參湯主之。(66),39
k3_clause_formula_257d8a6e66,clause_sh_7db35bfe9b,shanghan,67.0,茯苓桂枝白朮甘草湯,can_95539b984d,classic_clause_uses_formula,心陽虛欲作奔豚 傷寒，若吐若下後，心下逆滿，氣上沖胸，起則頭眩，脈沉緊，發汗則動經， 身為振振搖者，茯苓桂枝白朮甘草湯主之。(67),39
k3_clause_formula_e03a302867,clause_sh_93839e9f48,shanghan,69.0,茯苓四逆湯,can_6e13529ee9,classic_clause_uses_formula,發汗，若下之，病仍不解，煩燥者，茯苓四逆湯主之。(69),39
k3_clause_formula_8d974627e0,clause_sh_bee5c893a9,shanghan,82.0,真武湯,can_c343468943,classic_clause_uses_formula,太陽病發汗，汗出不解，其人仍發熱，心下悸，頭眩，身瞤動，振振欲擗地 者，真武湯主之。(82),39
k3_clause_formula_74cea10535,clause_sh_07e810ba6a,shanghan,102.0,小建中湯,can_17b038dbde,classic_clause_uses_formula,脾虛氣滯腹脹 傷寒二三日，心中悸而煩者，小建中湯主之。(102),39
k3_clause_formula_f2f620a90c,clause_sh_344545e71b,shanghan,112.0,牡蠣龍骨救逆湯,can_8f787bebec,classic_clause_uses_formula,傷寒脈浮，醫以火迫劫之，亡陽，必驚狂，臥起不安者，桂枝去芍藥加蜀漆 牡蠣龍骨救逆湯主之。(112),39
k3_clause_formula_05caffe2cf,clause_sh_ac4358135c,shanghan,117.0,桂枝加桂湯,can_e4355f999b,classic_clause_uses_formula,燒針令其汗，針處被寒，核起而赤者，必發奔豚。氣從少腹，上沖心者，灸 其核上各一壯，與桂枝加桂湯，更加桂二兩也。(117),39
k3_clause_formula_5532ba7132,clause_sh_931ed3fffe,shanghan,118.0,桂枝甘草龍骨牡蠣湯,can_e2bd2dc237,classic_clause_uses_formula,火逆下之，因燒針煩躁者，桂枝甘草龍骨牡蠣湯主之。(118),39
k3_clause_formula_381cc65811,clause_sh_b8170b8b5c,shanghan,163.0,桂枝人參湯,can_3367e6562e,classic_clause_uses_formula,裡虛傷寒，心悸而煩 太陽病，外證未除而數下之，遂協熱而利，利下不止，心下痞鞕，表裡不解 者，桂枝人參湯主之。(163),39
k3_clause_formula_351b4e15d6,clause_sh_74655f9ce3,shanghan,29.0,調胃承氣湯,can_07468b2497,classic_clause_uses_formula,甘草乾薑湯證、芍藥甘草湯證 傷寒脈浮，自汗出，小便數，心煩，微惡寒，腳攣急，反與桂枝欲攻其表， 此誤也。 得之便厥，咽中乾，煩躁，吐逆者，作甘草乾薑湯與之，以復其陽。 若厥愈足溫者，更作芍藥甘草湯與之，其腳即伸。 若胃氣不和，譫語者，少與調胃承氣湯。 若重發汗，復加燒針者，四逆湯主之。(29),45
k3_clause_formula_d15e0e15be,clause_sh_74655f9ce3,shanghan,29.0,甘草乾薑湯,can_ec1a31ebb3,classic_clause_uses_formula,甘草乾薑湯證、芍藥甘草湯證 傷寒脈浮，自汗出，小便數，心煩，微惡寒，腳攣急，反與桂枝欲攻其表， 此誤也。 得之便厥，咽中乾，煩躁，吐逆者，作甘草乾薑湯與之，以復其陽。 若厥愈足溫者，更作芍藥甘草湯與之，其腳即伸。 若胃氣不和，譫語者，少與調胃承氣湯。 若重發汗，復加燒針者，四逆湯主之。(29),45
k3_clause_formula_3ff8ac6529,clause_sh_74655f9ce3,shanghan,29.0,芍藥甘草湯,can_3835d95ffd,classic_clause_uses_formula,甘草乾薑湯證、芍藥甘草湯證 傷寒脈浮，自汗出，小便數，心煩，微惡寒，腳攣急，反與桂枝欲攻其表， 此誤也。 得之便厥，咽中乾，煩躁，吐逆者，作甘草乾薑湯與之，以復其陽。 若厥愈足溫者，更作芍藥甘草湯與之，其腳即伸。 若胃氣不和，譫語者，少與調胃承氣湯。 若重發汗，復加燒針者，四逆湯主之。(29),45
k3_clause_formula_215c8f553d,clause_sh_74655f9ce3,shanghan,29.0,四逆湯,can_4bd7a9684a,classic_clause_uses_formula,甘草乾薑湯證、芍藥甘草湯證 傷寒脈浮，自汗出，小便數，心煩，微惡寒，腳攣急，反與桂枝欲攻其表， 此誤也。 得之便厥，咽中乾，煩躁，吐逆者，作甘草乾薑湯與之，以復其陽。 若厥愈足溫者，更作芍藥甘草湯與之，其腳即伸。 若胃氣不和，譫語者，少與調胃承氣湯。 若重發汗，復加燒針者，四逆湯主之。(29),45
k3_clause_formula_443ef8c165,clause_sh_783a1cfa7a,shanghan,68.0,芍藥甘草附子湯,can_48d4dcef47,classic_clause_uses_formula,發汗，病不解，反惡寒者，虛故也，芍藥甘草附子湯主之。(68),45
k3_clause_formula_51588ff86c,clause_sh_14d7716b99,shanghan,177.0,炙甘草湯,can_a0ae55f4fa,classic_clause_uses_formula,傷寒脈結代，心動悸，炙甘草湯主之。(177),45
k3_clause_formula_d46bace1ca,clause_sh_67e4ae6b79,shanghan,71.0,五苓散,can_4ec3299305,classic_clause_uses_formula,太陽病，發汗後，大汗出、胃中乾、煩躁不得眠，欲得飲水者；少少與飲之， 令胃氣和則愈。 若脈浮，小便不利，微熱，消渴者，五苓散主之。(71),47
k3_clause_formula_fe9f62ff95,clause_sh_46d1111648,shanghan,72.0,五苓散,can_4ec3299305,classic_clause_uses_formula,發汗已，脈浮數，煩渴者，五苓散主之。(72),47
k3_clause_formula_59116662dc,clause_sh_fbf877c0c5,shanghan,73.0,茯苓甘草湯,can_610f6cd484,classic_clause_uses_formula,傷寒，汗出而渴者，五苓散主之；不渴者，茯苓甘草湯主之。(73),47
k3_clause_formula_8eeb3a83bd,clause_sh_fbf877c0c5,shanghan,73.0,五苓散,can_4ec3299305,classic_clause_uses_formula,傷寒，汗出而渴者，五苓散主之；不渴者，茯苓甘草湯主之。(73),47
k3_clause_formula_4c20599a71,clause_sh_3179d0861a,shanghan,74.0,五苓散,can_4ec3299305,classic_clause_uses_formula,中風發熱，六七日不解而煩，有表裡證，渴欲飲水，水入則吐者，名曰水逆， 五苓散主之。(74),47
k3_clause_formula_b858565d7e,clause_sh_caa272180a,shanghan,127.0,茯苓甘草湯,can_610f6cd484,classic_clause_uses_formula,五苓散：水蓄下焦、口渴 茯苓甘草湯：水蓄中焦、不渴 太陽病，小便利者，以飲水多，必心下悸；小便少者，必苦裡急也。(127),47
k3_clause_formula_84442134d9,clause_sh_caa272180a,shanghan,127.0,五苓散,can_4ec3299305,classic_clause_uses_formula,五苓散：水蓄下焦、口渴 茯苓甘草湯：水蓄中焦、不渴 太陽病，小便利者，以飲水多，必心下悸；小便少者，必苦裡急也。(127),47
k3_clause_formula_e92960b197,clause_sh_6b1064840f,shanghan,106.0,桃核承氣湯,can_3d9f86ea28,classic_clause_uses_formula,太陽病不解，熱結膀胱，其人如狂，血自下，下者愈。 其外不解者，尚未可攻，當先解其外。 外解已，但少腹急結者，乃可攻之，宜桃核承氣湯。(106),50
k3_clause_formula_a3a9cc4714,clause_sh_6f958492e8,shanghan,124.0,抵當湯,can_65e2755719,classic_clause_uses_formula,太陽表邪不解，外邪化熱 入裡，與血結於下焦。 太陽病，六七日表證仍在，脈微而沈，反不結胸，其人發狂者，以熱在下焦， 少腹當鞭滿，小便自利者，下血乃愈。 所以然者，以太陽隨經，瘀熱在裡故也。抵當湯主之。(124),50
k3_clause_formula_4dfdfc93f3,clause_sh_e13865d2a4,shanghan,125.0,抵當湯,can_65e2755719,classic_clause_uses_formula,太陽病，身黃，脈沉結，少腹鞭，小便不利者，為無血也。小便自利，其人 如狂者，血證諦也，抵當湯主之。(125),50
k3_clause_formula_bb3e72fe7d,clause_sh_8daeee815b,shanghan,126.0,抵當丸,can_2c03af79af,classic_clause_uses_formula,傷寒有熱，少腹滿，應小便不利，今反利者，為有血也，當下之，不可餘藥， 宜抵當丸。(126),50
k3_clause_formula_1329e09651,clause_sh_e2d37d40e0,shanghan,131.0,大陷胸丸,can_3ae093ce8f,classic_clause_uses_formula,病發于陽，而反下之，熱入因作結胸；病發于陰，而反下之，因作痞也。 所以成結胸者，以下之太早故也。 結胸者，項亦強，如柔痙狀，下之則和，宜大陷胸丸。(131),53
k3_clause_formula_5769cbe50d,clause_sh_bb9e567fec,shanghan,134.0,大陷胸湯,can_19c0202378,classic_clause_uses_formula,太陽病，脈浮而動數，浮則為風，數則為熱，動則為痛，數則為虛，頭痛發 熱，微盜汗出，而反惡寒者，表未解也。 醫反下之，動數變遲，膈內拒痛，胃中空虛，客氣動膈，短氣躁煩，心中懊 憹，陽氣內陷，心下因鞕，則為結胸，大陷胸湯主之。 若不結胸，但頭汗出，餘處無汗，劑頸而還，小便不利，身必發黃。(134),53
k3_clause_formula_556d669cb2,clause_sh_4deb2432e6,shanghan,135.0,大陷胸湯,can_19c0202378,classic_clause_uses_formula,傷寒六七日，結胸熱實，脈沉而緊，心下痛，按之石鞕者，大陷胸湯主之。 (135),53
k3_clause_formula_549686a943,clause_sh_51c077c7df,shanghan,136.0,大柴胡湯,can_a1985a28fe,classic_clause_uses_formula,傷寒十餘日，熱結在裡，復往來寒熱者，與大柴胡湯；但結胸，無大熱者， 此為水結在胸脅也。但頭微汗出者，大陷胸湯主之。(136),53
k3_clause_formula_afbe02f21a,clause_sh_51c077c7df,shanghan,136.0,大陷胸湯,can_19c0202378,classic_clause_uses_formula,傷寒十餘日，熱結在裡，復往來寒熱者，與大柴胡湯；但結胸，無大熱者， 此為水結在胸脅也。但頭微汗出者，大陷胸湯主之。(136),53
k3_clause_formula_18d3e0fbce,clause_sh_eb81dc52a6,shanghan,137.0,大陷胸湯,can_19c0202378,classic_clause_uses_formula,太陽病，重發汗而復下之，不大便五六日，舌上燥而渴，日晡所小有潮熱， 從心下至少腹鞕滿而痛不可近者，大陷胸湯主之。(137),53
k3_clause_formula_42c090c31a,clause_sh_7481be0a06,shanghan,138.0,小陷胸湯,can_57fa2fb829,classic_clause_uses_formula,小結胸病，正在心下，按之則痛，脈浮滑者，小陷胸湯主之。(138),53
k3_clause_formula_d7f8b151a8,clause_sh_0d63688b17,shanghan,141.0,三物白散,can_31d9c1905f,classic_clause_uses_formula,寒實結胸，無熱證者，與三物白散。(141),53
k3_clause_formula_d52070b568,clause_sh_6bc368cc78,shanghan,149.0,半夏瀉心湯,can_f7fe3e3a3d,classic_clause_uses_formula,傷寒五六日，嘔而發熱者，柴胡湯證具，而以他藥下之，柴胡證仍在者， 復與柴胡湯。 此雖已下之不為逆，必蒸蒸而振，卻發熱汗出而解。 若心下滿而鞕痛者，此為結胸也，大陷胸湯主之； 但滿而不痛者，此為痞，柴胡不中與之，宜半夏瀉心湯。(149),58
k3_clause_formula_a5705945bb,clause_sh_6bc368cc78,shanghan,149.0,大陷胸湯,can_19c0202378,classic_clause_uses_formula,傷寒五六日，嘔而發熱者，柴胡湯證具，而以他藥下之，柴胡證仍在者， 復與柴胡湯。 此雖已下之不為逆，必蒸蒸而振，卻發熱汗出而解。 若心下滿而鞕痛者，此為結胸也，大陷胸湯主之； 但滿而不痛者，此為痞，柴胡不中與之，宜半夏瀉心湯。(149),58
k3_clause_formula_d11bbe9493,clause_sh_6bc368cc78,shanghan,149.0,柴胡湯,can_2a67e77749,classic_clause_uses_formula,傷寒五六日，嘔而發熱者，柴胡湯證具，而以他藥下之，柴胡證仍在者， 復與柴胡湯。 此雖已下之不為逆，必蒸蒸而振，卻發熱汗出而解。 若心下滿而鞕痛者，此為結胸也，大陷胸湯主之； 但滿而不痛者，此為痞，柴胡不中與之，宜半夏瀉心湯。(149),58
k3_clause_formula_c81c3aadc6,clause_sh_24ddc409de,shanghan,154.0,大黃黃連瀉心湯,can_86b453bfa7,classic_clause_uses_formula,心下痞，按之濡，其脈關上浮者，大黃黃連瀉心湯主之。(154),58
k3_clause_formula_7dbc857a81,clause_sh_6cd80de900,shanghan,155.0,附子瀉心湯,can_48f5498107,classic_clause_uses_formula,心下痞，而復惡寒，汗出者，附子瀉心湯主之。(155),58
k3_clause_formula_d13c0825e7,clause_sh_65e2bde8d3,shanghan,157.0,生薑瀉心湯,can_74372b1dfb,classic_clause_uses_formula,傷寒汗出，解之後，胃中不和，心下痞鞕，乾噫食臭，脅下有水氣，腹中雷 鳴下利者，生薑瀉心湯主之(157),58
k3_clause_formula_b6f533a020,clause_sh_35dfa2c256,shanghan,158.0,甘草瀉心湯,can_25ddb73d49,classic_clause_uses_formula,傷寒中風，醫反下之，其人下利，日數十行，穀不化，腹中雷鳴，心下痞鞕 而滿，乾嘔，心煩不得安。 醫見心下痞，謂病不盡，復下之，其痞益甚。 此非結熱，但以胃中虛，客氣上逆，故使鞕也。甘草瀉心湯主之。(158),58
k3_clause_formula_4a974f1d02,clause_sh_ac97e621bd,shanghan,159.0,赤石脂禹餘糧湯,can_46990b3370,classic_clause_uses_formula,傷寒，服湯藥，下利不止，心下痞鞕，服瀉心湯已。 復以他藥下之，利不止，醫以理中與之，利益甚。 理中者，理中焦，此利在下焦，赤石脂禹餘糧湯主之。 復不止者，當利其小便。(159),58
k3_clause_formula_8422a283f1,clause_sh_ac97e621bd,shanghan,159.0,瀉心湯,can_1a91e01bb6,classic_clause_uses_formula,傷寒，服湯藥，下利不止，心下痞鞕，服瀉心湯已。 復以他藥下之，利不止，醫以理中與之，利益甚。 理中者，理中焦，此利在下焦，赤石脂禹餘糧湯主之。 復不止者，當利其小便。(159),58
k3_clause_formula_5e73d8573c,clause_sh_6bfa430664,shanghan,164.0,大黃黃連瀉心湯,can_86b453bfa7,classic_clause_uses_formula,辨熱痞的證治 傷寒大下後，復發汗，心下痞，惡寒者，表未解也，不可攻痞，當先解表， 表解乃可攻痞。 解表宜桂枝湯，攻痞宜大黃黃連瀉心湯。(164),58
k3_clause_formula_ccc9f45205,clause_sh_6bfa430664,shanghan,164.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,辨熱痞的證治 傷寒大下後，復發汗，心下痞，惡寒者，表未解也，不可攻痞，當先解表， 表解乃可攻痞。 解表宜桂枝湯，攻痞宜大黃黃連瀉心湯。(164),58
k3_clause_formula_77c79465a4,clause_sh_a7b80ac9b3,shanghan,156.0,五苓散,can_4ec3299305,classic_clause_uses_formula,本以下之，故心下痞，與瀉心湯，痞不解，其人渴而口燥煩，小便不利者， 五苓散主之。(156),59
k3_clause_formula_5c0b2baca9,clause_sh_a7b80ac9b3,shanghan,156.0,瀉心湯,can_1a91e01bb6,classic_clause_uses_formula,本以下之，故心下痞，與瀉心湯，痞不解，其人渴而口燥煩，小便不利者， 五苓散主之。(156),59
k3_clause_formula_f945b143e1,clause_sh_9a45b3bddd,shanghan,161.0,旋覆代赭湯,can_a6c1667847,classic_clause_uses_formula,傷寒發汗，若吐，若下，解後，心下痞鞕，噫氣不除者，旋覆代赭湯主之。(161),59
k3_clause_formula_366d995574,clause_sh_f3c90dcb87,shanghan,173.0,黃連湯,can_cbf0400be4,classic_clause_uses_formula,傷寒，胸中有熱，胃中有邪氣，腹中痛，欲嘔吐者，黃連湯主之。(173),63
k3_clause_formula_1ffa537c16,clause_sh_b6a30bba50,shanghan,94.0,調胃承氣湯,can_07468b2497,classic_clause_uses_formula,太陽病未解，脈陰陽俱停，必先振慄汗出而解。 但陽脈微者，先汗出而解；但陰脈微者，下之而解。若欲下之，宜調胃承氣湯。(94),65
k3_clause_formula_a5dd0b7c19,clause_sh_8f35f973cb,shanghan,152.0,十棗湯,can_f3ad66a19d,classic_clause_uses_formula,太陽中風，下利，嘔逆，表解者，乃可攻之。 其人漐漐汗出，發作有時，頭痛，心下痞鞕滿，引脅下痛，乾嘔，短氣， 汗出不惡寒者，此表解裡未和也，十棗湯主之。(152),66
k3_clause_formula_c859fe6af2,clause_sh_a781d3926d,shanghan,166.0,瓜蒂散,can_466f3263b0,classic_clause_uses_formula,病如桂枝證，頭不痛、項不強、寸脈微浮、胸中痞鞕、氣上衝喉咽不得息者， 此為胸有寒也。當吐之，宜瓜蒂散。(166),67
k3_clause_formula_29e20164c9,clause_sh_8357710967,shanghan,385.0,四逆加人參湯,can_98480251f0,classic_clause_uses_formula,惡寒，脈微而復利，利止亡血也。四逆加人參湯主之。(385),181
k3_clause_formula_4222319495,clause_sh_aae67afaf0,shanghan,386.0,理中丸,can_a61be5b856,classic_clause_uses_formula,霍亂，頭痛，發熱，身疼痛，熱多欲飲水者，五苓散主之。 寒多不用水者，理中丸主之。(386),181
k3_clause_formula_5978c47151,clause_sh_aae67afaf0,shanghan,386.0,五苓散,can_4ec3299305,classic_clause_uses_formula,霍亂，頭痛，發熱，身疼痛，熱多欲飲水者，五苓散主之。 寒多不用水者，理中丸主之。(386),181
k3_clause_formula_576be6021b,clause_sh_14eb3960e0,shanghan,387.0,桂枝湯,can_2849adeebb,classic_clause_uses_formula,吐利止而身痛不休者，當消息和解其外，宜桂枝湯小和之。(387),181
k3_clause_formula_705c117a29,clause_sh_ec0c59e686,shanghan,388.0,四逆湯,can_4bd7a9684a,classic_clause_uses_formula,吐利，汗出，發熱，惡寒，四肢拘急，手足厥冷者，四逆湯主之。(388),181
k3_clause_formula_8502eb790c,clause_sh_a34b979465,shanghan,389.0,四逆湯,can_4bd7a9684a,classic_clause_uses_formula,既吐且利，小便復利而大汗出，下利清穀，內寒外熱，脈微欲絕者， 四逆湯主之。(389),181
