clause_master_id,book_id,book_name,chapter_title,topic_name,section_title,clause_no,clause_type,title,original_text,linked_formulas,linked_formula_ids,linked_symptoms,source_pdf_pages,source_pdf,source_priority,parse_method,review_status,evidence_text
clause_sh_44cdfd5796,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,13.0,轉歸／傳變,桂枝湯證,太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13）,桂枝湯,can_2849adeebb,太陽病；惡風；發熱；頭痛；汗出,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_5483da13e6,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,15.0,轉歸／傳變,桂枝湯證,太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15）,桂枝湯,can_2849adeebb,太陽病,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_7d841734ab,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯禁例,16.0,脈證,桂枝湯禁例,桂枝本為解肌，若其人脈浮緊、發熱、汗不出者，不可與也。 常須識此，勿令誤也。（16）,,,脈浮緊；發熱,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,桂枝本為解肌，若其人脈浮緊、發熱、汗不出者，不可與也。 常須識此，勿令誤也。（16） 若酒客病，不可與桂枝湯，得之則嘔，以酒客不喜甘故也。（17） 凡服桂枝湯吐者，其後必吐膿血也。（19）
clause_sh_8cec169b98,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯禁例,17.0,脈證,桂枝湯禁例,若酒客病，不可與桂枝湯，得之則嘔，以酒客不喜甘故也。（17）,桂枝湯,can_2849adeebb,酒客病,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,桂枝本為解肌，若其人脈浮緊、發熱、汗不出者，不可與也。 常須識此，勿令誤也。（16） 若酒客病，不可與桂枝湯，得之則嘔，以酒客不喜甘故也。（17） 凡服桂枝湯吐者，其後必吐膿血也。（19）
clause_sh_91ab989e55,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯禁例,19.0,脈證,桂枝湯禁例,凡服桂枝湯吐者，其後必吐膿血也。（19）,桂枝湯,can_2849adeebb,,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,桂枝本為解肌，若其人脈浮緊、發熱、汗不出者，不可與也。 常須識此，勿令誤也。（16） 若酒客病，不可與桂枝湯，得之則嘔，以酒客不喜甘故也。（17） 凡服桂枝湯吐者，其後必吐膿血也。（19）
clause_sh_074f828a4b,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,24.0,轉歸／傳變,桂枝湯證,太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24）,桂枝湯,can_2849adeebb,太陽病,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_f4318042a6,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,42.0,轉歸／傳變,桂枝湯證,太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42）,桂枝湯,can_2849adeebb,太陽病；脈浮；未解,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_54cd198a74,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,44.0,轉歸／傳變,桂枝湯證,太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44）,桂枝湯,can_2849adeebb,傷寒發汗；太陽病；欲解；未解,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_6d52810572,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,45.0,轉歸／傳變,桂枝湯證,太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45）,桂枝湯,can_2849adeebb,發汗不解；脈浮者；太陽病；脈浮,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_9af781141f,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,53.0,轉歸／傳變,桂枝湯證,誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53）,桂枝湯,can_2849adeebb,自汗出；發其汗,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_f15c1fdc9a,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,54.0,轉歸／傳變,桂枝湯證,病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）,桂枝湯,can_2849adeebb,自汗出；發汗；發熱,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_88467f3e64,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,56.0,轉歸／傳變,桂枝湯證,傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56）,承氣湯；桂枝湯,can_e2c9c6b274；can_2849adeebb,不大便六七日；頭痛有熱；頭痛者；發汗；傷寒,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_99a3481780,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,57.0,轉歸／傳變,桂枝湯證,傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57）,桂枝湯,can_2849adeebb,發汗已；脈浮數；傷寒；發汗,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_db68a6671f,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,桂枝湯證,95.0,轉歸／傳變,桂枝湯證,太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95）,桂枝湯,can_2849adeebb,太陽病；汗出；發熱,13,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽中風，陽浮而陰弱。陽浮者熱自發，陰弱者汗自出，嗇嗇惡寒，淅淅惡 風，翕翕發熱，鼻鳴乾嘔者，桂枝湯主之。（12） 太陽病，頭痛，發熱，汗出，惡風，桂枝湯主之。（13） 太陽病，發熱、汗出者，此為榮弱衛強，故使汗出。 欲救邪風者，宜桂枝湯。（95） 太陽病，初服桂枝湯，反煩，不解者，先刺風府、風池， 卻與桂枝湯則愈。（24） 太陽病，外證未解，脈浮弱者，當以汗解，宜桂枝湯。（42） 傷寒，發汗已解，半日許復煩，脈浮數者，可更發汗，宜桂枝湯。（57） 太陽傷寒發汗後，餘邪在 表未盡，仍宜汗解。 太陽病，外證未解，不可下也，下之為逆；欲解外者，宜桂枝湯。（44） 太陽病，先發汗不解，而復下之，脈浮者不愈。浮為在外，而反下之，故令 不愈。今脈浮，故知在外，當須解外則愈，宜桂枝湯。（45） 傷寒，不大便六七日，頭痛有熱者，與承氣湯； 其小便清者，知不在裡，仍在表也，當須發汗； 若頭痛者，必衄。宜桂枝湯。（56） 太陽病，下之後，其氣上衝者，可與桂枝湯，方用前法； 若不上衝者，不可與之。（15） 誤下後氣不上衝，反映邪已內陷，發生變證，不 能再解表，所以不可與桂枝湯。 病常自汗出者，此為榮氣和。榮氣和者，外不諧，以衛氣不共榮氣諧和故爾。 以榮行脈中，衛行脈外。復發其汗，榮衛和則愈。宜桂枝湯。（53） 病人臟無他病，時發熱，自汗出而不愈者，此衛氣不和也。先其時發汗則愈， 宜桂枝湯。（54）
clause_sh_5fbdbce1c7,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,兼證,14.0,脈證,兼證,太陽病，項背強几几，反汗出惡風者，桂枝加葛根湯主之。（14）,桂枝加葛根湯,can_5def52eacc,項背強几几；反汗出惡風；太陽病,14,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽病，項背強几几，反汗出惡風者，桂枝加葛根湯主之。（14） 喘家作，桂枝湯加厚朴、杏子佳。（18） 太陽病，下之微喘者，表未解故也，桂枝加厚朴杏子湯主之。（43） 太陽病誤下，致表邪不解兼肺氣 上逆作喘 太陽病，發汗，遂漏不止，其人惡風，小便難，四肢微急， 難以屈伸者，桂枝加附子湯主之。（20）  漏汗不止：為過於發汗而傷陽，表陽虛弱， 衛外不固；  惡風：表邪未解  小便難：汗漏不止導致耗傷陰液。  四肢微急、難以屈伸：陽氣虛不能溫煦，陰 津傷失於濡潤 太陽病，下之後，脈促、胸滿者，桂枝去芍藥湯主之。（21） 病因：太陽病誤下，致表證不解外邪內陷。 若微寒者，桂枝去芍藥加附子湯主之。（22） 本證的主要特點是胸滿、脈微、明顯惡寒。 「微寒」為脈微、惡寒，是陽氣虛弱的外在反映，故本證之胸 滿，為邪陷胸中，陽氣受損，胸陽不足，心胸陽氣不振。 發汗後，身疼痛，脈沉遲者，桂枝加芍藥生薑各一兩人參三兩新加 湯主之。（62） 身疼痛：損傷營氣致經脈失養 脈沉遲：氣虧營耗，已屬裡之不足
clause_sh_7fa6e50cab,shanghan,傷寒論,第一章 辨太陽病脈證並治,一、中風表虛證,兼證,18.0,脈證,兼證,喘家作，桂枝湯加厚朴、杏子佳。（18）,桂枝湯,can_2849adeebb,喘家作,14,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽病，項背強几几，反汗出惡風者，桂枝加葛根湯主之。（14） 喘家作，桂枝湯加厚朴、杏子佳。（18） 太陽病，下之微喘者，表未解故也，桂枝加厚朴杏子湯主之。（43） 太陽病誤下，致表邪不解兼肺氣 上逆作喘 太陽病，發汗，遂漏不止，其人惡風，小便難，四肢微急， 難以屈伸者，桂枝加附子湯主之。（20）  漏汗不止：為過於發汗而傷陽，表陽虛弱， 衛外不固；  惡風：表邪未解  小便難：汗漏不止導致耗傷陰液。  四肢微急、難以屈伸：陽氣虛不能溫煦，陰 津傷失於濡潤 太陽病，下之後，脈促、胸滿者，桂枝去芍藥湯主之。（21） 病因：太陽病誤下，致表證不解外邪內陷。 若微寒者，桂枝去芍藥加附子湯主之。（22） 本證的主要特點是胸滿、脈微、明顯惡寒。 「微寒」為脈微、惡寒，是陽氣虛弱的外在反映，故本證之胸 滿，為邪陷胸中，陽氣受損，胸陽不足，心胸陽氣不振。 發汗後，身疼痛，脈沉遲者，桂枝加芍藥生薑各一兩人參三兩新加 湯主之。（62） 身疼痛：損傷營氣致經脈失養 脈沉遲：氣虧營耗，已屬裡之不足
