structured_row_id,book_id,book_name,system_chapter,disease_section,source_section,pdf_page,line_no,table_title,pattern_name,pattern_canonical_id,symptoms_text,pathogenesis_text,treatment_method,formulas,formula_canonical_ids,evidence_text,source_pdf,parse_method,confidence,review_status
zz_row_5ae7f5d09b,zhengzhi,中醫證治學,第八章 肝膽系病證,眩暈,第四節 眩暈,170,57,,氣血兩虛,can_78bb34bc01,面色㿠白；神疲乏力；舌淡苔白；頭暈目眩；食慾不振；四肢倦怠；月經不調；舌質淡；苔薄白；舌淡紅；脈細弱；脈弦細；耳鳴；氣短；便溏；心悸,,,六味地黃丸；四物湯；八珍湯,can_239d9dd90c；can_6727bb4e93；can_56f23628d0,囟遲遲不合。 | 滋補肝腎 | 六味地黃丸 | 氣血兩虛 | 氣短，神疲乏力，面色㿠白，食慾不振，便溏。舌質淡、苔薄白， | 脈細弱。 | 益氣養血 | 八珍湯 | 營血虛滯 | 頭暈目眩、心悸、耳鳴、唇甲無華、婦人月經不調，量少或經閉不 | 行，臍腹作痛，舌淡紅、脈弦細或細澀。 | 補血調經 | 四物湯 | 題幹小華的外症同時有血虛（臉色蒼白、舌淡苔白、脈細弱）及氣虛（氣短懶言、四肢倦怠）的症 | 狀，故判斷證型為氣血兩虛最為適宜，故選(C),2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_958f6f80fa,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,172,93,,,,,,,羚羊角湯加減；安宮牛黃丸；鎮肝熄風湯；牽正散加味；局方至寶丹；蘇合香丸；參附湯；滌痰湯,can_86625a8a65；can_a600d0b107；can_3d3fbd3db7；can_e540869578；can_976b6669ea；can_41c17eba64；can_68711ac98b；can_3cc2b920c5,法 | 活血祛風 | 通經活絡 | 育陰潛陽，鎮肝熄風 | 清肝熄風 | 辛涼開竅 | 豁痰熄風 | 辛溫開竅 | 扶正固脫 | 益氣回陽 | 主 | 方 | 牽正散加味 | 鎮肝熄風湯 | 局方至寶丹 | 安宮牛黃丸 | 羚羊角湯加減 | 蘇合香丸 | 滌痰湯加減 | 參附湯加味,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_67cf1006dc,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,172,94,,恢復期,can_8ec44c4794,中風,,,羚羊角湯加減；安宮牛黃丸；鎮肝熄風湯；牽正散加味；局方至寶丹；蘇合香丸；參附湯；滌痰湯,can_86625a8a65；can_a600d0b107；can_3d3fbd3db7；can_e540869578；can_976b6669ea；can_41c17eba64；can_68711ac98b；can_3cc2b920c5,活血祛風 | 通經活絡 | 育陰潛陽，鎮肝熄風 | 清肝熄風 | 辛涼開竅 | 豁痰熄風 | 辛溫開竅 | 扶正固脫 | 益氣回陽 | 主 | 方 | 牽正散加味 | 鎮肝熄風湯 | 局方至寶丹 | 安宮牛黃丸 | 羚羊角湯加減 | 蘇合香丸 | 滌痰湯加減 | 參附湯加味 | 《中風恢復期辨證論治簡表》,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_6721911ca3,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,172,97,,氣虛血瘀,can_3f98f0d94e,半身不遂；語言不利；中風,,,羚羊角湯加減；安宮牛黃丸；鎮肝熄風湯；牽正散加味；局方至寶丹；蘇合香丸；參附湯；滌痰湯,can_86625a8a65；can_a600d0b107；can_3d3fbd3db7；can_e540869578；can_976b6669ea；can_41c17eba64；can_68711ac98b；can_3cc2b920c5,清肝熄風 | 辛涼開竅 | 豁痰熄風 | 辛溫開竅 | 扶正固脫 | 益氣回陽 | 主 | 方 | 牽正散加味 | 鎮肝熄風湯 | 局方至寶丹 | 安宮牛黃丸 | 羚羊角湯加減 | 蘇合香丸 | 滌痰湯加減 | 參附湯加味 | 《中風恢復期辨證論治簡表》 | 半身不遂 | 語言不利 | 氣虛血瘀脈絡痺阻,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_68cead920d,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,172,144,,,,心悸氣短；舌淡紅；脈細弱；中風；耳鳴；眩暈；不能；虛煩；苔少,,,補陽還五湯；地黃飲子,can_4d24a89138；can_358cae3d1c,地，心悸氣短。 | 2.舌淡紅苔少，脈細弱。 | 正氣虧虛，脈絡瘀阻， | 筋脈肌肉失養，固攝失職 | 肝腎虧虛，陰虛陽亢， | 脈絡瘀阻，筋骨失養 | 風痰上阻，舌絡失和 | 腎虧精虛，不能上承 | 益氣活血，化瘀通絡 | 滋補肝腎，壯筋起痿 | 祛風除痰，宣竅通絡 | 滋補肝腎，利竅開青 | 補陽還五湯 | 地黃飲子加減 | 解語丹加減 | 地黃飲子加減 | 歷屆考古題 | 解答 | 【103-1-臨床一-46】 | 長期中風患者，臨症表現出患側筋骨痿軟，足難任地，並有耳鳴眩暈，虛煩失,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_bbda02614f,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,172,147,,氣虛血瘀,can_3f98f0d94e,舌質紅絳；脈弦細數；中風；唇紅；面赤；耳鳴；眩暈；音啞；不能；虛煩；少苔,,,補陽還五湯；地黃飲子,can_4d24a89138；can_358cae3d1c,筋脈肌肉失養，固攝失職 | 肝腎虧虛，陰虛陽亢， | 脈絡瘀阻，筋骨失養 | 風痰上阻，舌絡失和 | 腎虧精虛，不能上承 | 益氣活血，化瘀通絡 | 滋補肝腎，壯筋起痿 | 祛風除痰，宣竅通絡 | 滋補肝腎，利竅開青 | 補陽還五湯 | 地黃飲子加減 | 解語丹加減 | 地黃飲子加減 | 歷屆考古題 | 解答 | 【103-1-臨床一-46】 | 長期中風患者，臨症表現出患側筋骨痿軟，足難任地，並有耳鳴眩暈，虛煩失 | 眠，面赤唇紅，音啞失語，舌質紅絳少苔，脈弦細數，下列相關敘述何者正確？ | (A)其證型為氣虛血瘀，脈絡痹阻(B)其病機為風痰上阻，舌絡失和 | (C)治法當以滋補肝腎，利竅開音(D)治以補陽還五湯加減,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_c7773eab47,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,173,9,,肝陽上亢,can_10d3b63c0b,四肢不溫；牙關緊閉；少寐多夢；頭暈頭痛；半身不遂；口眼喎斜；舌質紅；脈弦細；耳鳴；苔膩；口噤；面白,,,安宮牛黃丸,can_a600d0b107,167 | 歷屆考古題 | 解答 | 【106-2-臨床一-48】 | 65歲患者，平日頭暈頭痛，耳鳴，少寐多夢，突發口眼喎斜，舌強語謇，手足重 | 滯，半身不遂，舌質紅苔膩，脈弦細滑，就此病人病因病機及治法而言，下列何 | 者最宜？ | (A)腎陰虧虛，肝陽上亢(B)痰濕偏勝，風挾痰濕，上蒙清竅 | (C)治以安宮牛黃丸(D)治以清肝熄風，辛溫開竅 | A | 【106-2-臨床一(花東補考)-45】 | 58歲張先生，在主持開會時突然昏倒，不省人事，牙關緊閉，口噤不開，面白唇 | 暗，四肢不溫，依據病况，下列病因病機的敘述何者正確？ | (A)為腎陰虧虛，肝陽上亢，風痰走竄經絡所致 | (B)為陽升風動，氣血上逆，挾痰火上蒙清竅所致 | (C)為濕痰偏盛，風挾濕痰，上蒙清竅所致,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_8bd7482930,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,177,25,,,,舌質紅絳；半身不遂；眩暈耳鳴；脈弦細數；中風；脈細；唇紅；脈大；面赤；失眠；虛煩；苔少,,,安宮牛黃丸；局方至寶丹；補陽還五湯；蘇合香丸；地黃飲子；參附湯；牽正散,can_a600d0b107；can_976b6669ea；can_4d24a89138；can_41c17eba64；can_358cae3d1c；can_68711ac98b；can_cf1f4f3cc0,A | 【106-2-臨床二-38】 | 72歲男性患者主訴偏廢不仁，患側筋骨痿軟，足難任地，伴見眩暈耳鳴，虛煩失 | 眠，面赤唇紅，舌瘖不語。診其舌質紅絳，苔少，脈弦細數。治以下列何方最適 | 宜？ | (A)地黃飲子(B)牽正散(C)補陽還五湯(D)解語丹 | A | 【107-2-臨床二-07】 | 83歲陳先生1個多月前急性中風，現今偏廢不仁，患側筋骨痿軟，足難任地，伴 | 見眩暈耳鳴，虛煩失眠，面赤唇紅，舌瘖不語。舌質紅絳苔少，脈弦細數。下列 | 何者錯誤？ | (A)此肝腎虧虛，筋骨失養(B)治法為滋補肝腎，壯筋起痿 | (C)中經絡之半身不遂(D)治以補陽還五湯 | D | 【107-2-臨床二-38】 | 王先生突然中風，意識不清，四肢癱軟，大小便失禁，脈細微弱，電腦斷層顯示 | 中大腦動脈大量出血，治以下列何處方最適當？ | (A)局方至寶丹(B)安宮牛黃丸(C)蘇合香丸(D)參附湯 | D | 【108-1-臨床二-39】,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_fc92e7774d,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,177,40,,氣虛血瘀,can_3f98f0d94e,風邪入中；頭暈頭痛；半身不遂；肢體麻木；眩暈耳鳴；中風；脈細；脈大,,,安宮牛黃丸；局方至寶丹；蘇合香丸；地黃飲子；參附湯,can_a600d0b107；can_976b6669ea；can_41c17eba64；can_358cae3d1c；can_68711ac98b,王先生突然中風，意識不清，四肢癱軟，大小便失禁，脈細微弱，電腦斷層顯示 | 中大腦動脈大量出血，治以下列何處方最適當？ | (A)局方至寶丹(B)安宮牛黃丸(C)蘇合香丸(D)參附湯 | D | 【108-1-臨床二-39】 | 陳先生患有高血壓多年，沒有積極治療，平均血壓都在160/95mmHg，有一天突 | 然中風，右半側肢體麻木、乏力，口眼歪斜，但無頭暈頭痛和眩暈耳鳴，而意識 | 清楚。下列診斷何者最適當？ | (A)中經絡，風邪入中證(B)中經絡，風陽上擾證 | (C)中臟腑，閉證(D)中臟腑，脫證 | A | 【108-1-臨床二-41】 | 地黃飲子最適用於何種證型的中風？ | (A)氣虛血瘀之半身不遂(B)風痰阻絡之言語不利 | (C)肝腎虧損之口眼歪斜(D)肝腎陰虛之風陽上擾 | C,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_afd2a942b0,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,178,23,,脫證,can_5d55212609,牙關緊閉；脈沉滑緩；肢體強痙；手撒肢冷；舌苔白膩；脈細弱；小便少；中風；大便；煩躁；鼻鼾；陽浮；口噤；面白,,,安宮牛黃丸；鎮肝熄風湯；補陽還五湯；蘇合香丸；牽正散,can_a600d0b107；can_3d3fbd3db7；can_4d24a89138；can_41c17eba64；can_cf1f4f3cc0,【108-2-臨床二-37】 | 52歲陳先生，因昏厥不省人事被家人送至急診室。其牙關緊閉，口噤不開，痰涎 | 壅盛，大便閉，小便少，兩手緊握，肢體強痙。望之其面白唇暗，靜臥不煩躁， | 舌苔白膩，觸之四肢涼，脈之脈沉滑緩。治以下列何方最適當？ | (A)牽正散(B)安宮牛黃丸(C)鎮肝熄風湯(D)蘇合香丸 | D | 【109-1-臨床二-08】 | 80歲馬先生突然昏倒不省人事，同時症見目合，口張，鼻鼾息微，手撒肢冷汗 | 多，大小便自遺，肢體癱軟，舌痿脈細弱。下列敘述何者錯誤？ | (A)此屬中臟腑 | (B)脫證 | (C)病機為元氣衰微，陽浮於上，陰竭於下，陰陽將離，心神頹敗 | (D)主方用補陽還五湯 | D | 【105-2-臨床二-37】★ | 有關「中風」之中醫相關病名，下列何者錯誤？ | (A)卒中(B)大厥(C)痱風(D)腦風 | 【答案】D | 【出處】 | 【解析】,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_8174af2aac,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,182,34,,,,風邪入中；手足麻木；絡脈空虛；肌膚不仁；面色白；中風,,,牽正散加味,can_e540869578,故ABC均為正確選項 | 【107-2-臨床二-11】 | 56歲男性平日下班後經常打牌且常熬夜，身體微胖，面色白皙，有高血壓但常忘按時服藥。某日清 | 晨醒來後發現肌膚不仁，手足麻木，口眼歪斜，口角流涎，肢體拘急、關節痠痛，腦部斷層掃描發現 | 有腦出血，下列敘述何者錯誤？ | (A)病因病機為絡脈空虛，風邪入中(B)證屬中經絡 | (C)可治以補氣活血、化瘀通絡(D)可酌用鉤藤、防風、石菖蒲 | 【答案】C | 【出處】《中醫內科證治學》弘祥版，陳榮洲，p289 | 【解析】 | （C）應改為活血祛風，通經活絡 | 題幹症見肌膚不仁，手足麻木，口眼歪斜，口角流涎，肢體拘急、關節痠痛，可知為中風證裡「脈 | 絡空虛，風邪入中（A）」的中經絡（B）。治法為「活血祛風，通經活絡」（C），主方為牽正散加味 | （D）。,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_92acaf69f6,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,183,11,,恢復期,can_8ec44c4794,手足麻木；肌膚不仁；中風,,,黃耆桂枝五物湯；補陽還五湯；地黃飲子,can_40fd943966；can_4d24a89138；can_358cae3d1c,177 | 【107-2-臨床二-12】 | 承上題，治以下列何方最適合？ | (A)黃耆桂枝五物湯(B)補陽還五湯(C)大秦艽湯(D)地黃飲子 | 【答案】C | 【出處】知音大綠本《中醫內科學》，張伯臾，p452 | 【解析】 | 題目敘述中有肌膚不仁，手足麻木，口眼歪斜，口角流涎，肢體拘急、關節痠痛。為典型的風中經 | 絡，應選用祛風清熱、調理氣血之方，故選擇(C)大秦艽湯(知音大綠本中醫內科學459頁)。(A)黃 | 耆桂枝五物湯也能治療肌膚不仁，手足麻木的問題，然而其病因為氣血輸布不暢產生痹症，跟中風 | (風邪入經絡獲入臟腑)無關(方劑學唐娜櫻老師主編220頁)。(B)補陽還五湯與(D)地黃飲子的使用 | 時機應是在中風後(腦出血)的恢復期，依照患者身體虧虛情況作適度調養，前者氣血不足；後者肝 | 腎虧虛(知音大綠本中醫內科學466頁)。 | 【107-2-臨床二-39】 | 中風，下列有關歷代醫家對中風病因學說之敘述，何者錯誤？ | (A)唐宋以前醫家多以內風立論(B)王履提出真中風與類中風之論點 | (C)張景岳提出了中風非風的論點(D)李中梓將中風明確區分為閉、脫兩證 | 【答案】A,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_03436f17fb,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,183,33,,,,偏身麻木；風邪入中；脈絡空虛；半身不遂；中風,,,補陽還五湯,can_4d24a89138,(Ａ)唐宋以前醫家多以「內虛邪中」立論，認為中風是外風，當人體氣血虧損，脈絡空虛，外衛不固 | 時，招致風邪入中脈絡，突然出現口眼歪斜，半身不遂，偏身麻木諸證。 | 【107-2-臨床二-41】 | 腦中風之病因病機下列何者最少見？(A)痰(B)飲(C)風(D)瘀 | 【答案】B | 【出處】《中醫內科學》弘祥出版社，陳榮洲，P.259 | 【解析】「由於氣血逆亂，產生風火痰瘀，導致腦絡痹阻、或是血溢腦絡的一種疾病。」 | 【108-1-臨床二-42】 | 關於「中風」理論發展史，下列敘述何者錯誤？ | (A)唐宋以前以外風學說為主，唐宋以後則以內風立論 | (B)王履從病因角度提出「真中」、「類中」 | (C)李中梓將中風明確分為「閉、脫」二證 | (D)《血證論》首立「補陽還五湯」，至今仍為臨床常用方 | 【答案】D | 解題者：謝瓊慧審題者：周鈺芸 | 【出處】(中醫內科學) | 【解析】中醫內科學中風病之歷史源流,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_5e712889a4,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,184,14,,心火,can_a6e9883666,絡脈空虛；中風；頭痛；眩暈；失眠,,,補陽還五湯,can_4d24a89138,對中風病的病因病機及其治法，歷代醫家論述頗多，從病因學的發展來看，大體分為兩個階段。 | (A)唐宋以前多以「內虛邪中」立論，治療上一般多採用疏風祛邪、補益正氣的方藥。如《金匱要 | 略》正式把本病命名為中風。認為中風病之病因為絡脈空虛，風邪人中，其創立的分證方法對中風 | 病的診斷、治療、判斷病情輕重和估計預後很有幫助。(A)唐宋以後，特別是金元時代，許多醫家 | 以「內風」立論，可謂中風病因學說上的一大轉折。 | 其中劉河間力主「腎水不足，心火暴甚」；李東垣認為「形盛氣衰，本氣自病」；朱丹溪主張「濕痰 | 化熱生風」；(B)元代王履從病因學角度將中風病分為「真中」、「類中」。明代張景嶽提出「非風」 | 之說，提出「內傷積損」是導致本病的根本原因；(C)明代李中梓又將中風病明確分「閉、脫」二 | 證，仍為現在臨床所應用。清代醫家葉天士、沈金鼇、尤在涇、王清任等豐富了中風病的治法和方 | 藥，·形成了比較完整的中風病治療法則。晚清及近代醫家張伯龍、張山雷、張錫純進一步認識到 | 本病的發生主要是陰陽失調，氣血逆亂，直衝犯腦，至此對中風病因病機的認識及其治療日臻完 | 善。 | (D)「補陽還五湯」是出自清代名醫王清任的《醫林改錯》，不是《血證論》。 | 故答案為(D) | 【108-2-臨床二-07】 | 依《中風斠詮》，下列何者為中風最常見之發病先兆? | (A)疲倦(B)頭痛(C)眩暈(D)失眠 | 【答案】C | 【解題者】張斯閔【審題者】蘇柏叡 | 【出處】中醫內科證治學・弘祥版・中風,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_f23e8feeeb,zhengzhi,中醫證治學,第八章 肝膽系病證,中風,第五節 中風,186,8,,肝腎陰虛,can_5ec518db0c,語言不利；半身不遂,,,鎮肝熄風湯,can_3d3fbd3db7,180 | 中經絡：一般無神智改變而病輕，主要以口眼歪斜、口角流涎、語言不利為表現，嚴重者亦可出現 | 半身不遂 | 中臟腑：主要以突然昏倒，不省人事為表現，又可分為閉證與脫證 | 故選項(A)(B)(C)應屬於中經絡的發作期或是中臟腑的後遺症，選項(D)才是中臟腑的發作其主要症 | 狀。 | 【109-1-臨床二-33】 | 下列關於「鎮肝熄風湯」之敘述，何者錯誤？ | (A)本方可降血壓、鎮靜、抗驚厥(B)方中以懷牛膝、代赭石引血下行 | (C)主要用於熱盛動風者(D)方中有龍骨、牡蠣 | 【答案】C | 解題：長庚CM109*劉上麟審題：長庚CM109*沈欣儀 | 【出處】《方劑學》(承啟版)，許濟群主編，知音出版，p.249~250，Ch19 | 【解析】本題屬方劑學之功效、組成及應用 | (A)鎮肝熄風湯出於張錫純《醫學衷中參西錄》，證型是肝腎陰虛，肝陽上亢，肝陽化風起因於消,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_3d86adaa52,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,13,,瘀血內結,can_c9e01a8cb5,固定不移；積塊堅硬；舌質淡；脈細數；消瘦；拒按；無苔；腹中；腹脹；疼痛；身倦,,活血化瘀；清熱利濕,復元活血湯,can_8100a2329c,181 | ◎積聚 | 歷屆考古題 | 解答 | 【109-2-臨床二-46】 | 58歲廖先生罹患肝癌，症見右脅下積塊堅硬，疼痛逐漸加劇，肚腹脹大，面色黧 | 黑，消瘦脫形，身倦，飲食大減，舌質淡紫，舌光無苔，脈細數。證型以下列何 | 者最適當？ | (A)瘀血內結(B)正虛瘀結(C)氣滯血阻(D)肝氣鬱滯 | B | 【103-2-臨床二-44】 | 52歲男性患者，平時好飲咖啡，且喜食精緻甜點。近日發現右上腹部悶痛刺痛皆有，痛都在同一個 | 位置上，感覺有脅肋部位青筋浮現。就醫後醫師處方是復元活血湯加三稜、莪朮、地鱉蟲治療。請 | 問醫師的用意為何？ | (A)活血補血，理氣止痛，泄熱通便(B)活血止血，清熱利濕，利膽排石 | (C)活血化瘀，理氣止痛，滋陰清熱(D)活血化瘀，通經活絡，削堅破瘀 | 【答案】D | 【出處】《中醫內科證治學》弘祥版p.234、339：《方劑學》唐娜櫻p327 | 【解析】 | ①血瘀成積辨證：腹中或脅下積塊，固定不移，疼痛拒按，皮膚有赤絲縷紋，甚則腹壁青筋顯,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_f24b1a7a16,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,50,,食滯痰阻,can_b9be72ee7d,腹脹或痛；脹痛並見；舌苔膩；脈弦滑；舌質；腹痛；便秘；脈弦；苔薄；納呆；瘀斑,,,六磨湯,can_87655fe38c,疏肝解鬱 | 行氣消聚 | 消遙散加減 | 食滯痰阻 | 腹脹或痛，便秘納呆， | 時有如條狀物聚起在腹部， | 重按則腹痛更甚，舌苔膩，脈弦滑 | 食滯痰阻 | 氣機不暢 | 聚而不散 | 導滯通便 | 理氣化痰 | 六磨湯加減 | 積 | 證 | 氣滯血阻 | 積塊軟而不堅，固著不移，脹痛並見，舌 | 苔薄，舌質青或見瘀斑，脈弦 | 肝氣鬱結 | 脈絡不暢,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_37fc2daf0a,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,62,,氣滯血阻,can_63adce9804,腹部積塊；脹痛並見；脈細澀；消瘦；舌質；脈弦；苔薄；瘀斑；納差,,,金鈴子散；六磨湯；失笑散,can_55eb9290e5；can_87655fe38c；can_f7fdf4817c,六磨湯加減 | 積 | 證 | 氣滯血阻 | 積塊軟而不堅，固著不移，脹痛並見，舌 | 苔薄，舌質青或見瘀斑，脈弦 | 肝氣鬱結 | 脈絡不暢 | 氣滯血阻 | 積而成塊 | 理氣活血 | 通絡消積 | 金鈴子散合 | 失笑散加減 | 氣結血瘀 | 腹部積塊明顯硬痛不移，面黯消瘦， | 納差乏力，時有寒熱，女子或見月事不下 | ，舌邊暗或質紫，或見瘀點，脈細澀 | 氣血凝結 | 脈絡阻塞,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_ed9a18b1cf,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,63,,氣滯血阻,can_63adce9804,腹部積塊；脹痛並見；脈細澀；消瘦；舌質；脈弦；苔薄；瘀斑；納差,,,金鈴子散；失笑散,can_55eb9290e5；can_f7fdf4817c,積 | 證 | 氣滯血阻 | 積塊軟而不堅，固著不移，脹痛並見，舌 | 苔薄，舌質青或見瘀斑，脈弦 | 肝氣鬱結 | 脈絡不暢 | 氣滯血阻 | 積而成塊 | 理氣活血 | 通絡消積 | 金鈴子散合 | 失笑散加減 | 氣結血瘀 | 腹部積塊明顯硬痛不移，面黯消瘦， | 納差乏力，時有寒熱，女子或見月事不下 | ，舌邊暗或質紫，或見瘀點，脈細澀 | 氣血凝結 | 脈絡阻塞 | 營衛不和,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_086add8ae4,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,74,,正虛瘀結,can_077edbcd94,腹部積塊；積塊堅硬；面色萎黃；脈細澀；舌質淡；脈細數；消瘦；無苔；疼痛；納差,,,膈下逐瘀湯；鱉甲煎丸；六君子湯；金鈴子散；失笑散,can_365dbd1777；can_5d30838b26；can_e8a9b7ca92；can_55eb9290e5；can_f7fdf4817c,金鈴子散合 | 失笑散加減 | 氣結血瘀 | 腹部積塊明顯硬痛不移，面黯消瘦， | 納差乏力，時有寒熱，女子或見月事不下 | ，舌邊暗或質紫，或見瘀點，脈細澀 | 氣血凝結 | 脈絡阻塞 | 營衛不和 | 脾胃失調 | 祛瘀軟堅 | 兼調脾胃 | 膈下逐瘀湯 | 或鱉甲煎丸 | 配服六君子湯 | 正虛瘀結 | 積塊堅硬，疼痛逐漸加劇， | 面色萎黃或黧黑，消瘦脫形，飲食大減， | 舌質淡紫，舌光無苔，脈細數或弦細 | 血絡瘀結,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_302f9c238d,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,75,,正虛瘀結,can_077edbcd94,腹部積塊；積塊堅硬；面色萎黃；脈細澀；舌質淡；脈細數；消瘦；無苔；疼痛；納差,,,膈下逐瘀湯；鱉甲煎丸；六君子湯；失笑散,can_365dbd1777；can_5d30838b26；can_e8a9b7ca92；can_f7fdf4817c,失笑散加減 | 氣結血瘀 | 腹部積塊明顯硬痛不移，面黯消瘦， | 納差乏力，時有寒熱，女子或見月事不下 | ，舌邊暗或質紫，或見瘀點，脈細澀 | 氣血凝結 | 脈絡阻塞 | 營衛不和 | 脾胃失調 | 祛瘀軟堅 | 兼調脾胃 | 膈下逐瘀湯 | 或鱉甲煎丸 | 配服六君子湯 | 正虛瘀結 | 積塊堅硬，疼痛逐漸加劇， | 面色萎黃或黧黑，消瘦脫形，飲食大減， | 舌質淡紫，舌光無苔，脈細數或弦細 | 血絡瘀結 | 正氣大衰,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_4d3786ee9b,zhengzhi,中醫證治學,第八章 肝膽系病證,積聚,積聚,187,76,,正虛瘀結,can_077edbcd94,腹部積塊；積塊堅硬；面色萎黃；脈細澀；舌質淡；脈細數；消瘦；無苔；疼痛；納差,,,膈下逐瘀湯；鱉甲煎丸；六君子湯,can_365dbd1777；can_5d30838b26；can_e8a9b7ca92,氣結血瘀 | 腹部積塊明顯硬痛不移，面黯消瘦， | 納差乏力，時有寒熱，女子或見月事不下 | ，舌邊暗或質紫，或見瘀點，脈細澀 | 氣血凝結 | 脈絡阻塞 | 營衛不和 | 脾胃失調 | 祛瘀軟堅 | 兼調脾胃 | 膈下逐瘀湯 | 或鱉甲煎丸 | 配服六君子湯 | 正虛瘀結 | 積塊堅硬，疼痛逐漸加劇， | 面色萎黃或黧黑，消瘦脫形，飲食大減， | 舌質淡紫，舌光無苔，脈細數或弦細 | 血絡瘀結 | 正氣大衰 | 中氣失運,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
